[ AI-Rank-Log  4/ 8 18: 2: 7.412 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  4/ 8 18:23: 4.522 ]sampleid: 000000248314.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23: 5.528 ]sampleid: 000000248334.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23: 6.524 ]sampleid: 000000248400.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23: 7.526 ]sampleid: 000000248616.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23: 8.528 ]sampleid: 000000248631.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23: 9.511 ]sampleid: 000000248752.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:10.525 ]sampleid: 000000248810.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:11.530 ]sampleid: 000000248980.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:12.529 ]sampleid: 000000249025.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:13.537 ]sampleid: 000000249129.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:14.572 ]sampleid: 000000249180.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:15.572 ]sampleid: 000000249219.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:16.570 ]sampleid: 000000249550.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:17.570 ]sampleid: 000000249643.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:18.578 ]sampleid: 000000249786.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:19.618 ]sampleid: 000000250127.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:20.638 ]sampleid: 000000250137.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:21.651 ]sampleid: 000000250205.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:22.655 ]sampleid: 000000250282.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:23.684 ]sampleid: 000000250619.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:24.699 ]sampleid: 000000250758.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:25.714 ]sampleid: 000000250766.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:26.724 ]sampleid: 000000250901.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:27.729 ]sampleid: 000000251065.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:28.720 ]sampleid: 000000251119.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:29.727 ]sampleid: 000000251140.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:30.744 ]sampleid: 000000251537.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:31.772 ]sampleid: 000000251572.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:32.803 ]sampleid: 000000251824.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:33.811 ]sampleid: 000000252216.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:34.819 ]sampleid: 000000252219.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:35.847 ]sampleid: 000000252294.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:36.861 ]sampleid: 000000252332.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:37.882 ]sampleid: 000000252507.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:38.916 ]sampleid: 000000252559.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:39.933 ]sampleid: 000000252701.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:40.935 ]sampleid: 000000252716.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:41.938 ]sampleid: 000000252776.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:42.939 ]sampleid: 000000253002.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:43.934 ]sampleid: 000000253386.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:44.936 ]sampleid: 000000253433.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:45.940 ]sampleid: 000000253452.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:46.952 ]sampleid: 000000253695.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:47.971 ]sampleid: 000000253742.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:49. 10 ]sampleid: 000000253819.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:50. 26 ]sampleid: 000000253835.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:51. 51 ]sampleid: 000000254016.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:52. 57 ]sampleid: 000000254368.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:53. 90 ]sampleid: 000000254516.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:54.107 ]sampleid: 000000254814.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:55.140 ]sampleid: 000000255165.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:56.172 ]sampleid: 000000255401.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:57.212 ]sampleid: 000000255483.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:58.243 ]sampleid: 000000255536.jpg, result=true
[ AI-Rank-Log  4/ 8 18:23:59.264 ]sampleid: 000000255664.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24: 0.300 ]sampleid: 000000255718.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24: 1.333 ]sampleid: 000000255747.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24: 2.371 ]sampleid: 000000255749.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24: 3.390 ]sampleid: 000000255824.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24: 4.424 ]sampleid: 000000255912.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24: 5.469 ]sampleid: 000000255917.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24: 6.499 ]sampleid: 000000255965.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24: 7.543 ]sampleid: 000000256192.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24: 8.592 ]sampleid: 000000256195.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24: 9.637 ]sampleid: 000000256407.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:10.666 ]sampleid: 000000256518.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:11.716 ]sampleid: 000000256775.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:12.745 ]sampleid: 000000256868.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:13.792 ]sampleid: 000000256916.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:14.819 ]sampleid: 000000256941.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:15.864 ]sampleid: 000000257084.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:16.911 ]sampleid: 000000257169.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:17.938 ]sampleid: 000000257370.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:18.946 ]sampleid: 000000257478.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:19.948 ]sampleid: 000000257566.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:20.971 ]sampleid: 000000257624.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:21.992 ]sampleid: 000000257865.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:23. 34 ]sampleid: 000000257896.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:24. 69 ]sampleid: 000000258388.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:25.106 ]sampleid: 000000258541.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:26.157 ]sampleid: 000000258793.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:27.192 ]sampleid: 000000258883.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:28.203 ]sampleid: 000000258911.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:29.234 ]sampleid: 000000259097.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:30.276 ]sampleid: 000000259382.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:31.307 ]sampleid: 000000259571.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:32.345 ]sampleid: 000000259597.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:33.407 ]sampleid: 000000259625.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:34.442 ]sampleid: 000000259640.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:35.487 ]sampleid: 000000259690.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:36.523 ]sampleid: 000000259830.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:37.557 ]sampleid: 000000259854.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:38.606 ]sampleid: 000000260105.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:39.637 ]sampleid: 000000260106.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:40.689 ]sampleid: 000000260261.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:41.731 ]sampleid: 000000260266.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:42.770 ]sampleid: 000000260470.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:43.801 ]sampleid: 000000260657.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:44.845 ]sampleid: 000000260925.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:45.887 ]sampleid: 000000261036.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:46.929 ]sampleid: 000000261061.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:47.946 ]sampleid: 000000261097.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:48.953 ]sampleid: 000000261116.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:49.982 ]sampleid: 000000261161.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:51. 43 ]sampleid: 000000261318.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:52.101 ]sampleid: 000000261535.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:53.170 ]sampleid: 000000261706.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:54.222 ]sampleid: 000000261712.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:55.286 ]sampleid: 000000261732.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:56.331 ]sampleid: 000000261796.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:57.376 ]sampleid: 000000261888.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:58.442 ]sampleid: 000000261982.jpg, result=true
[ AI-Rank-Log  4/ 8 18:24:59.493 ]sampleid: 000000262048.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25: 0.561 ]sampleid: 000000262227.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25: 1.605 ]sampleid: 000000262440.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25: 2.658 ]sampleid: 000000262487.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25: 3.724 ]sampleid: 000000262587.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25: 4.771 ]sampleid: 000000262631.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25: 5.809 ]sampleid: 000000262682.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25: 6.840 ]sampleid: 000000262895.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25: 7.900 ]sampleid: 000000262938.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25: 8.953 ]sampleid: 000000263068.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25: 9.964 ]sampleid: 000000263299.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:11. 25 ]sampleid: 000000263403.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:12. 96 ]sampleid: 000000263425.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:13.170 ]sampleid: 000000263463.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:14.214 ]sampleid: 000000263474.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:15.282 ]sampleid: 000000263594.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:16.343 ]sampleid: 000000263644.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:17.415 ]sampleid: 000000263679.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:18.493 ]sampleid: 000000263796.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:19.575 ]sampleid: 000000263860.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:20.658 ]sampleid: 000000263966.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:21.742 ]sampleid: 000000263969.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:22.808 ]sampleid: 000000264335.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:23.857 ]sampleid: 000000264441.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:24.955 ]sampleid: 000000264535.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:25.992 ]sampleid: 000000264968.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:27. 51 ]sampleid: 000000265108.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:28.113 ]sampleid: 000000265518.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:29.184 ]sampleid: 000000265777.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:30.260 ]sampleid: 000000265816.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:31.342 ]sampleid: 000000266082.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:32.419 ]sampleid: 000000266206.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:33.504 ]sampleid: 000000266400.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:34.584 ]sampleid: 000000266409.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:35.666 ]sampleid: 000000266768.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:36.749 ]sampleid: 000000266892.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:37.803 ]sampleid: 000000266981.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:38.857 ]sampleid: 000000267169.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:39.956 ]sampleid: 000000267191.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:41. 27 ]sampleid: 000000267300.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:42.100 ]sampleid: 000000267351.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:43.182 ]sampleid: 000000267434.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:44.261 ]sampleid: 000000267537.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:45.336 ]sampleid: 000000267670.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:46.423 ]sampleid: 000000267903.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:47.498 ]sampleid: 000000267933.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:48.578 ]sampleid: 000000267940.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:49.663 ]sampleid: 000000267946.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:50.739 ]sampleid: 000000268000.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:51.831 ]sampleid: 000000268375.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:52.910 ]sampleid: 000000268378.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:53.967 ]sampleid: 000000268729.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:55. 27 ]sampleid: 000000268831.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:56.100 ]sampleid: 000000268996.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:57.203 ]sampleid: 000000269113.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:58.287 ]sampleid: 000000269121.jpg, result=true
[ AI-Rank-Log  4/ 8 18:25:59.352 ]sampleid: 000000269196.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26: 0.433 ]sampleid: 000000269314.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26: 1.511 ]sampleid: 000000269316.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26: 2.598 ]sampleid: 000000269632.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26: 3.682 ]sampleid: 000000269682.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26: 4.758 ]sampleid: 000000269866.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26: 5.835 ]sampleid: 000000269932.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26: 6.923 ]sampleid: 000000269942.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26: 8.  7 ]sampleid: 000000270066.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26: 9. 82 ]sampleid: 000000270122.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:10.167 ]sampleid: 000000270244.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:11.251 ]sampleid: 000000270297.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:12.310 ]sampleid: 000000270386.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:13.409 ]sampleid: 000000270402.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:14.473 ]sampleid: 000000270474.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:15.587 ]sampleid: 000000270677.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:16.661 ]sampleid: 000000270705.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:17.738 ]sampleid: 000000270883.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:18.816 ]sampleid: 000000270908.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:19.913 ]sampleid: 000000271116.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:20.998 ]sampleid: 000000271402.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:22. 59 ]sampleid: 000000271457.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:23.143 ]sampleid: 000000271471.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:24.225 ]sampleid: 000000271728.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:25.321 ]sampleid: 000000271997.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:26.404 ]sampleid: 000000272049.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:27.479 ]sampleid: 000000272136.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:28.567 ]sampleid: 000000272148.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:29.647 ]sampleid: 000000272212.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:30.727 ]sampleid: 000000272364.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:31.792 ]sampleid: 000000272416.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:32.886 ]sampleid: 000000272566.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:33.960 ]sampleid: 000000273132.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:35. 48 ]sampleid: 000000273198.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:36.124 ]sampleid: 000000273232.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:37.192 ]sampleid: 000000273420.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:38.269 ]sampleid: 000000273493.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:39.363 ]sampleid: 000000273551.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:40.449 ]sampleid: 000000273617.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:41.523 ]sampleid: 000000273642.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:42.604 ]sampleid: 000000273711.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:43.689 ]sampleid: 000000273712.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:44.762 ]sampleid: 000000273715.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:45.861 ]sampleid: 000000273760.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:46.970 ]sampleid: 000000274066.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:48. 46 ]sampleid: 000000274219.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:49.130 ]sampleid: 000000274272.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:50.204 ]sampleid: 000000274411.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:51.295 ]sampleid: 000000274460.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:52.400 ]sampleid: 000000274687.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:53.490 ]sampleid: 000000274708.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:54.585 ]sampleid: 000000275058.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:55.691 ]sampleid: 000000275198.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:56.771 ]sampleid: 000000275392.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:57.866 ]sampleid: 000000275727.jpg, result=true
[ AI-Rank-Log  4/ 8 18:26:58.954 ]sampleid: 000000275749.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27: 0. 47 ]sampleid: 000000275791.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27: 1.121 ]sampleid: 000000276018.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27: 2.220 ]sampleid: 000000276024.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27: 3.325 ]sampleid: 000000276055.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27: 4.417 ]sampleid: 000000276284.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27: 5.520 ]sampleid: 000000276285.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27: 6.602 ]sampleid: 000000276434.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27: 7.692 ]sampleid: 000000276707.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27: 8.786 ]sampleid: 000000276720.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27: 9.905 ]sampleid: 000000276804.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:11. 10 ]sampleid: 000000276921.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:12.107 ]sampleid: 000000277005.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:13.205 ]sampleid: 000000277020.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:14.291 ]sampleid: 000000277051.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:15.405 ]sampleid: 000000277197.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:16.504 ]sampleid: 000000277584.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:17.612 ]sampleid: 000000277689.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:18.725 ]sampleid: 000000278006.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:19.835 ]sampleid: 000000278353.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:20.952 ]sampleid: 000000278463.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:22. 69 ]sampleid: 000000278705.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:23.168 ]sampleid: 000000278749.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:24.263 ]sampleid: 000000278848.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:25.386 ]sampleid: 000000278973.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:26.508 ]sampleid: 000000279145.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:27.616 ]sampleid: 000000279278.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:28.744 ]sampleid: 000000279541.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:29.869 ]sampleid: 000000279714.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:30.969 ]sampleid: 000000279730.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:32. 86 ]sampleid: 000000279769.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:33.189 ]sampleid: 000000279774.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:34.295 ]sampleid: 000000279887.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:35.422 ]sampleid: 000000279927.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:36.536 ]sampleid: 000000280325.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:37.664 ]sampleid: 000000280710.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:38.788 ]sampleid: 000000280779.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:39.904 ]sampleid: 000000280891.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:41. 24 ]sampleid: 000000280918.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:42.149 ]sampleid: 000000280930.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:43.264 ]sampleid: 000000281032.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:44.386 ]sampleid: 000000281179.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:45.510 ]sampleid: 000000281409.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:46.629 ]sampleid: 000000281414.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:47.753 ]sampleid: 000000281447.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:48.856 ]sampleid: 000000281687.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:49.975 ]sampleid: 000000281693.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:51. 76 ]sampleid: 000000281754.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:52.187 ]sampleid: 000000281759.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:53.316 ]sampleid: 000000281929.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:54.449 ]sampleid: 000000282037.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:55.542 ]sampleid: 000000282046.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:56.674 ]sampleid: 000000282296.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:57.799 ]sampleid: 000000282298.jpg, result=true
[ AI-Rank-Log  4/ 8 18:27:58.920 ]sampleid: 000000282912.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28: 0. 44 ]sampleid: 000000283037.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28: 1.153 ]sampleid: 000000283038.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28: 2.277 ]sampleid: 000000283070.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28: 3.404 ]sampleid: 000000283113.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28: 4.513 ]sampleid: 000000283268.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28: 5.644 ]sampleid: 000000283318.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28: 6.763 ]sampleid: 000000283412.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28: 7.886 ]sampleid: 000000283520.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28: 8.981 ]sampleid: 000000283717.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:10.103 ]sampleid: 000000283785.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:11.230 ]sampleid: 000000284106.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:12.354 ]sampleid: 000000284279.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:13.454 ]sampleid: 000000284282.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:14.596 ]sampleid: 000000284296.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:15.729 ]sampleid: 000000284445.jpg, result=true
[ AI-Rank-Log  4/ 8 18:28:16.850 ]sampleid: 000000284623.jpg, result=true
