[ AI-Rank-Log  4/ 7 11:57:35.171 ]load_data, checksum: 442b8da7639aecaf257c1dceb8ba8c8
[ AI-Rank-Log  4/ 7 12:12:54.172 ]sampleid: 000000327701.jpg, result=true
[ AI-Rank-Log  4/ 7 12:12:54.791 ]sampleid: 000000327769.jpg, result=true
[ AI-Rank-Log  4/ 7 12:12:55.409 ]sampleid: 000000327780.jpg, result=true
[ AI-Rank-Log  4/ 7 12:12:56. 26 ]sampleid: 000000327890.jpg, result=true
[ AI-Rank-Log  4/ 7 12:12:56.648 ]sampleid: 000000328030.jpg, result=true
[ AI-Rank-Log  4/ 7 12:12:57.273 ]sampleid: 000000328117.jpg, result=true
[ AI-Rank-Log  4/ 7 12:12:57.886 ]sampleid: 000000328238.jpg, result=true
[ AI-Rank-Log  4/ 7 12:12:58.510 ]sampleid: 000000328286.jpg, result=true
[ AI-Rank-Log  4/ 7 12:12:59.138 ]sampleid: 000000328337.jpg, result=true
[ AI-Rank-Log  4/ 7 12:12:59.748 ]sampleid: 000000328430.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 0.368 ]sampleid: 000000328601.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 0.989 ]sampleid: 000000328683.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 1.606 ]sampleid: 000000328959.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 2.231 ]sampleid: 000000329041.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 2.851 ]sampleid: 000000329080.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 3.473 ]sampleid: 000000329219.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 4. 96 ]sampleid: 000000329319.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 4.711 ]sampleid: 000000329323.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 5.313 ]sampleid: 000000329447.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 5.931 ]sampleid: 000000329455.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 6.549 ]sampleid: 000000329456.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 7.166 ]sampleid: 000000329542.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 7.781 ]sampleid: 000000329614.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 8.394 ]sampleid: 000000329827.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 9.  9 ]sampleid: 000000330369.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13: 9.614 ]sampleid: 000000330396.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:10.235 ]sampleid: 000000330554.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:10.854 ]sampleid: 000000330790.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:11.470 ]sampleid: 000000330818.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:12. 97 ]sampleid: 000000331075.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:12.714 ]sampleid: 000000331280.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:13.331 ]sampleid: 000000331317.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:13.950 ]sampleid: 000000331352.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:14.580 ]sampleid: 000000331569.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:15.190 ]sampleid: 000000331604.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:15.790 ]sampleid: 000000331799.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:16.389 ]sampleid: 000000331817.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:17.  8 ]sampleid: 000000332318.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:17.630 ]sampleid: 000000332351.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:18.243 ]sampleid: 000000332455.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:18.851 ]sampleid: 000000332570.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:19.471 ]sampleid: 000000332845.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:20. 90 ]sampleid: 000000332901.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:20.689 ]sampleid: 000000333069.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:21.309 ]sampleid: 000000333237.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:21.929 ]sampleid: 000000333402.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:22.531 ]sampleid: 000000333697.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:23.150 ]sampleid: 000000333745.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:23.770 ]sampleid: 000000333772.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:24.387 ]sampleid: 000000333956.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:25. 24 ]sampleid: 000000334006.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:25.642 ]sampleid: 000000334309.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:26.266 ]sampleid: 000000334371.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:26.893 ]sampleid: 000000334399.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:27.513 ]sampleid: 000000334417.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:28.132 ]sampleid: 000000334483.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:28.752 ]sampleid: 000000334521.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:29.373 ]sampleid: 000000334530.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:29.993 ]sampleid: 000000334555.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:30.611 ]sampleid: 000000334719.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:31.210 ]sampleid: 000000334767.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:31.829 ]sampleid: 000000334977.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:32.454 ]sampleid: 000000335081.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:33. 90 ]sampleid: 000000335177.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:33.725 ]sampleid: 000000335328.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:34.364 ]sampleid: 000000335427.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:34.983 ]sampleid: 000000335450.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:35.598 ]sampleid: 000000335529.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:36.224 ]sampleid: 000000335658.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:36.853 ]sampleid: 000000335800.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:37.485 ]sampleid: 000000335954.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:38.113 ]sampleid: 000000336053.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:38.730 ]sampleid: 000000336209.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:39.349 ]sampleid: 000000336232.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:39.969 ]sampleid: 000000336265.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:40.585 ]sampleid: 000000336309.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:41.223 ]sampleid: 000000336356.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:41.850 ]sampleid: 000000336587.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:42.454 ]sampleid: 000000336628.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:43. 81 ]sampleid: 000000336658.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:43.708 ]sampleid: 000000337055.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:44.333 ]sampleid: 000000337498.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:44.962 ]sampleid: 000000337987.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:45.590 ]sampleid: 000000338191.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:46.198 ]sampleid: 000000338219.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:46.827 ]sampleid: 000000338304.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:47.468 ]sampleid: 000000338325.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:48. 93 ]sampleid: 000000338428.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:48.717 ]sampleid: 000000338532.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:49.348 ]sampleid: 000000338560.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:49.969 ]sampleid: 000000338624.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:50.603 ]sampleid: 000000338625.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:51.226 ]sampleid: 000000338718.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:51.852 ]sampleid: 000000338901.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:52.470 ]sampleid: 000000338905.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:53.109 ]sampleid: 000000338986.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:53.739 ]sampleid: 000000339442.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:54.367 ]sampleid: 000000339823.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:55.  8 ]sampleid: 000000339870.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:55.643 ]sampleid: 000000340015.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:56.275 ]sampleid: 000000340175.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:56.908 ]sampleid: 000000340272.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:57.554 ]sampleid: 000000340451.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:58.189 ]sampleid: 000000340697.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:58.824 ]sampleid: 000000340894.jpg, result=true
[ AI-Rank-Log  4/ 7 12:13:59.455 ]sampleid: 000000340930.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 0. 90 ]sampleid: 000000341058.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 0.732 ]sampleid: 000000341094.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 1.369 ]sampleid: 000000341196.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 1.992 ]sampleid: 000000341469.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 2.628 ]sampleid: 000000341681.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 3.266 ]sampleid: 000000341719.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 3.904 ]sampleid: 000000341828.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 4.550 ]sampleid: 000000341921.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 5.190 ]sampleid: 000000341973.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 5.828 ]sampleid: 000000342006.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 6.475 ]sampleid: 000000342128.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 7.112 ]sampleid: 000000342186.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 7.747 ]sampleid: 000000342295.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 8.390 ]sampleid: 000000342367.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 9. 12 ]sampleid: 000000342397.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14: 9.648 ]sampleid: 000000342971.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:10.289 ]sampleid: 000000343076.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:10.927 ]sampleid: 000000343149.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:11.569 ]sampleid: 000000343218.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:12.212 ]sampleid: 000000343315.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:12.850 ]sampleid: 000000343453.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:13.490 ]sampleid: 000000343466.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:14.131 ]sampleid: 000000343496.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:14.750 ]sampleid: 000000343524.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:15.371 ]sampleid: 000000343561.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:16.  1 ]sampleid: 000000343706.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:16.639 ]sampleid: 000000343803.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:17.277 ]sampleid: 000000343934.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:17.890 ]sampleid: 000000343937.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:18.535 ]sampleid: 000000343976.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:19.175 ]sampleid: 000000344029.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:19.816 ]sampleid: 000000344059.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:20.454 ]sampleid: 000000344100.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:21. 98 ]sampleid: 000000344268.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:21.736 ]sampleid: 000000344611.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:22.375 ]sampleid: 000000344614.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:23. 10 ]sampleid: 000000344621.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:23.629 ]sampleid: 000000344795.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:24.276 ]sampleid: 000000344816.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:24.929 ]sampleid: 000000344888.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:25.572 ]sampleid: 000000344909.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:26.217 ]sampleid: 000000345027.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:26.860 ]sampleid: 000000345252.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:27.504 ]sampleid: 000000345261.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:28.150 ]sampleid: 000000345356.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:28.770 ]sampleid: 000000345361.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:29.391 ]sampleid: 000000345385.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:30. 31 ]sampleid: 000000345397.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:30.669 ]sampleid: 000000345466.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:31.313 ]sampleid: 000000345469.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:31.962 ]sampleid: 000000345941.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:32.592 ]sampleid: 000000346232.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:33.235 ]sampleid: 000000346638.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:33.877 ]sampleid: 000000346703.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:34.509 ]sampleid: 000000346707.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:35.154 ]sampleid: 000000346905.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:35.799 ]sampleid: 000000346968.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:36.431 ]sampleid: 000000347163.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:37. 77 ]sampleid: 000000347174.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:37.710 ]sampleid: 000000347254.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:38.360 ]sampleid: 000000347265.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:39.  9 ]sampleid: 000000347335.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:39.664 ]sampleid: 000000347370.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:40.316 ]sampleid: 000000347456.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:40.969 ]sampleid: 000000347544.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:41.623 ]sampleid: 000000347664.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:42.270 ]sampleid: 000000347693.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:42.922 ]sampleid: 000000347930.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:43.563 ]sampleid: 000000348012.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:44.227 ]sampleid: 000000348045.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:44.883 ]sampleid: 000000348216.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:45.529 ]sampleid: 000000348243.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:46.186 ]sampleid: 000000348481.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:46.845 ]sampleid: 000000348488.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:47.496 ]sampleid: 000000348708.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:48.149 ]sampleid: 000000348881.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:48.806 ]sampleid: 000000349152.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:49.467 ]sampleid: 000000349184.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:50.136 ]sampleid: 000000349302.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:50.790 ]sampleid: 000000349480.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:51.447 ]sampleid: 000000349594.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:52.107 ]sampleid: 000000349678.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:52.750 ]sampleid: 000000349837.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:53.404 ]sampleid: 000000349860.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:54. 50 ]sampleid: 000000350002.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:54.694 ]sampleid: 000000350003.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:55.351 ]sampleid: 000000350019.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:56.  0 ]sampleid: 000000350023.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:56.649 ]sampleid: 000000350054.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:57.291 ]sampleid: 000000350122.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:57.949 ]sampleid: 000000350148.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:58.610 ]sampleid: 000000350388.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:59.259 ]sampleid: 000000350405.jpg, result=true
[ AI-Rank-Log  4/ 7 12:14:59.910 ]sampleid: 000000350488.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 0.556 ]sampleid: 000000350607.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 1.211 ]sampleid: 000000350679.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 1.848 ]sampleid: 000000350833.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 2.506 ]sampleid: 000000351096.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 3.169 ]sampleid: 000000351331.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 3.829 ]sampleid: 000000351362.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 4.488 ]sampleid: 000000351530.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 5.141 ]sampleid: 000000351559.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 5.794 ]sampleid: 000000351589.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 6.448 ]sampleid: 000000351609.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 7.109 ]sampleid: 000000351810.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 7.769 ]sampleid: 000000351823.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 8.416 ]sampleid: 000000352491.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 9. 69 ]sampleid: 000000352582.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15: 9.709 ]sampleid: 000000352584.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:10.355 ]sampleid: 000000352618.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:11.  9 ]sampleid: 000000352684.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:11.662 ]sampleid: 000000352760.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:12.311 ]sampleid: 000000352900.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:12.966 ]sampleid: 000000353027.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:13.629 ]sampleid: 000000353051.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:14.274 ]sampleid: 000000353096.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:14.932 ]sampleid: 000000353180.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:15.593 ]sampleid: 000000353518.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:16.251 ]sampleid: 000000353970.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:16.909 ]sampleid: 000000354072.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:17.568 ]sampleid: 000000354307.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:18.230 ]sampleid: 000000354547.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:18.868 ]sampleid: 000000354753.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:19.529 ]sampleid: 000000354829.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:20.193 ]sampleid: 000000355169.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:20.850 ]sampleid: 000000355240.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:21.490 ]sampleid: 000000355257.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:22.149 ]sampleid: 000000355325.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:22.809 ]sampleid: 000000355610.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:23.468 ]sampleid: 000000355677.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:24.131 ]sampleid: 000000355817.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:24.791 ]sampleid: 000000355905.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:25.430 ]sampleid: 000000356094.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:26. 89 ]sampleid: 000000356125.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:26.744 ]sampleid: 000000356169.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:27.409 ]sampleid: 000000356248.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:28. 79 ]sampleid: 000000356261.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:28.735 ]sampleid: 000000356347.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:29.393 ]sampleid: 000000356387.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:30. 55 ]sampleid: 000000356424.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:30.716 ]sampleid: 000000356427.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:31.371 ]sampleid: 000000356428.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:32. 30 ]sampleid: 000000356432.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:32.679 ]sampleid: 000000356498.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:33.339 ]sampleid: 000000356505.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:33.998 ]sampleid: 000000356531.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:34.667 ]sampleid: 000000356612.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:35.335 ]sampleid: 000000356968.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:35.997 ]sampleid: 000000357060.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:36.657 ]sampleid: 000000357081.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:37.314 ]sampleid: 000000357238.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:37.977 ]sampleid: 000000357430.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:38.648 ]sampleid: 000000357459.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:39.325 ]sampleid: 000000357501.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:39.992 ]sampleid: 000000357567.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:40.653 ]sampleid: 000000357737.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:41.328 ]sampleid: 000000357742.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:41.998 ]sampleid: 000000357748.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:42.667 ]sampleid: 000000357816.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:43.336 ]sampleid: 000000357888.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:44.  8 ]sampleid: 000000357903.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:44.672 ]sampleid: 000000357941.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:45.336 ]sampleid: 000000357978.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:46. 13 ]sampleid: 000000358195.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:46.688 ]sampleid: 000000358427.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:47.359 ]sampleid: 000000358525.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:48. 16 ]sampleid: 000000358923.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:48.688 ]sampleid: 000000359135.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:49.369 ]sampleid: 000000359219.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:50. 45 ]sampleid: 000000359540.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:50.715 ]sampleid: 000000359677.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:51.389 ]sampleid: 000000359781.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:52. 60 ]sampleid: 000000359833.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:52.728 ]sampleid: 000000359855.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:53.390 ]sampleid: 000000359937.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:54. 56 ]sampleid: 000000360097.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:54.738 ]sampleid: 000000360137.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:55.410 ]sampleid: 000000360325.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:56. 70 ]sampleid: 000000360393.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:56.713 ]sampleid: 000000360564.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:57.389 ]sampleid: 000000360661.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:58. 65 ]sampleid: 000000360943.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:58.748 ]sampleid: 000000360951.jpg, result=true
[ AI-Rank-Log  4/ 7 12:15:59.415 ]sampleid: 000000360960.jpg, result=true
[ AI-Rank-Log  4/ 7 12:16: 0. 89 ]sampleid: 000000361103.jpg, result=true
[ AI-Rank-Log  4/ 7 12:16: 0.752 ]sampleid: 000000361142.jpg, result=true
[ AI-Rank-Log  4/ 7 12:16: 1.428 ]sampleid: 000000361147.jpg, result=true
[ AI-Rank-Log  4/ 7 12:16: 2.109 ]sampleid: 000000361180.jpg, result=true
