[ AI-Rank-Log  2/ 1  5:38:10.903 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  2/ 1  6: 4: 0.101 ]sampleid: 000000310072.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4: 1. 91 ]sampleid: 000000310200.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4: 2. 79 ]sampleid: 000000310622.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4: 3. 76 ]sampleid: 000000310862.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4: 4. 67 ]sampleid: 000000310980.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4: 5. 59 ]sampleid: 000000311002.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4: 6. 49 ]sampleid: 000000311081.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4: 7. 43 ]sampleid: 000000311180.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4: 8. 33 ]sampleid: 000000311190.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4: 9. 29 ]sampleid: 000000311295.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:10. 21 ]sampleid: 000000311303.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:11. 17 ]sampleid: 000000311392.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:12. 10 ]sampleid: 000000311394.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:13.  7 ]sampleid: 000000311518.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:14.  1 ]sampleid: 000000311789.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:14.993 ]sampleid: 000000311883.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:15.993 ]sampleid: 000000311909.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:16.990 ]sampleid: 000000311928.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:17.986 ]sampleid: 000000311950.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:18.985 ]sampleid: 000000312192.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:19.979 ]sampleid: 000000312213.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:20.970 ]sampleid: 000000312237.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:21.970 ]sampleid: 000000312263.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:22.968 ]sampleid: 000000312278.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:23.964 ]sampleid: 000000312340.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:24.962 ]sampleid: 000000312406.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:25.961 ]sampleid: 000000312421.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:26.954 ]sampleid: 000000312489.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:27.954 ]sampleid: 000000312549.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:28.945 ]sampleid: 000000312552.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:29.947 ]sampleid: 000000312586.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:30.945 ]sampleid: 000000312720.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:31.946 ]sampleid: 000000313034.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:32.946 ]sampleid: 000000313130.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:33.946 ]sampleid: 000000313182.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:34.945 ]sampleid: 000000313454.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:35.947 ]sampleid: 000000313562.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:36.948 ]sampleid: 000000313588.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:37.953 ]sampleid: 000000313783.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:38.964 ]sampleid: 000000314034.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:39.969 ]sampleid: 000000314177.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:40.973 ]sampleid: 000000314182.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:41.983 ]sampleid: 000000314251.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:42.991 ]sampleid: 000000314264.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:43.999 ]sampleid: 000000314294.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:45. 13 ]sampleid: 000000314541.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:46. 16 ]sampleid: 000000314709.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:47. 27 ]sampleid: 000000314914.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:48. 42 ]sampleid: 000000315001.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:49. 52 ]sampleid: 000000315187.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:50. 55 ]sampleid: 000000315219.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:51. 66 ]sampleid: 000000315257.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:52. 77 ]sampleid: 000000315450.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:53. 95 ]sampleid: 000000315492.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:54.109 ]sampleid: 000000316015.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:55.130 ]sampleid: 000000316054.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:56.156 ]sampleid: 000000316404.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:57.177 ]sampleid: 000000316666.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:58.205 ]sampleid: 000000317024.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 4:59.224 ]sampleid: 000000317433.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5: 0.249 ]sampleid: 000000317999.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5: 1.273 ]sampleid: 000000318080.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5: 2.288 ]sampleid: 000000318114.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5: 3.314 ]sampleid: 000000318138.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5: 4.334 ]sampleid: 000000318238.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5: 5.363 ]sampleid: 000000318455.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5: 6.384 ]sampleid: 000000318908.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5: 7.408 ]sampleid: 000000319100.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5: 8.436 ]sampleid: 000000319184.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5: 9.472 ]sampleid: 000000319369.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:10.500 ]sampleid: 000000319534.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:11.525 ]sampleid: 000000319607.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:12.539 ]sampleid: 000000319617.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:13.572 ]sampleid: 000000319696.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:14.613 ]sampleid: 000000319721.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:15.636 ]sampleid: 000000319935.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:16.662 ]sampleid: 000000320232.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:17.697 ]sampleid: 000000320425.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:18.721 ]sampleid: 000000320490.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:19.742 ]sampleid: 000000320554.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:20.769 ]sampleid: 000000320632.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:21.799 ]sampleid: 000000320642.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:22.827 ]sampleid: 000000320664.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:23.860 ]sampleid: 000000320696.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:24.894 ]sampleid: 000000320706.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:25.917 ]sampleid: 000000320743.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:26.941 ]sampleid: 000000321118.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:27.965 ]sampleid: 000000321214.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:28.984 ]sampleid: 000000321333.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:30. 14 ]sampleid: 000000321557.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:31. 45 ]sampleid: 000000321790.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:32. 72 ]sampleid: 000000321887.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:33. 99 ]sampleid: 000000322163.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:34.132 ]sampleid: 000000322211.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:35.167 ]sampleid: 000000322352.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:36.200 ]sampleid: 000000322429.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:37.232 ]sampleid: 000000322574.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:38.267 ]sampleid: 000000322610.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:39.294 ]sampleid: 000000322724.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:40.328 ]sampleid: 000000322829.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:41.360 ]sampleid: 000000322844.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:42.389 ]sampleid: 000000322864.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:43.422 ]sampleid: 000000322895.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:44.450 ]sampleid: 000000322944.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:45.482 ]sampleid: 000000322959.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:46.522 ]sampleid: 000000322968.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:47.557 ]sampleid: 000000323151.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:48.594 ]sampleid: 000000323202.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:49.637 ]sampleid: 000000323263.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:50.670 ]sampleid: 000000323355.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:51.700 ]sampleid: 000000323496.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:52.733 ]sampleid: 000000323571.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:53.766 ]sampleid: 000000323709.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:54.803 ]sampleid: 000000323751.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:55.838 ]sampleid: 000000323799.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:56.872 ]sampleid: 000000323828.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:57.908 ]sampleid: 000000323895.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:58.944 ]sampleid: 000000324158.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 5:59.986 ]sampleid: 000000324258.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6: 1. 40 ]sampleid: 000000324614.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6: 2. 73 ]sampleid: 000000324715.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6: 3.116 ]sampleid: 000000324818.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6: 4.159 ]sampleid: 000000324927.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6: 5.204 ]sampleid: 000000325031.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6: 6.240 ]sampleid: 000000325114.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6: 7.278 ]sampleid: 000000325306.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6: 8.313 ]sampleid: 000000325347.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6: 9.354 ]sampleid: 000000325483.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:10.383 ]sampleid: 000000325527.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:11.421 ]sampleid: 000000325838.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:12.463 ]sampleid: 000000325991.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:13.506 ]sampleid: 000000326082.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:14.547 ]sampleid: 000000326128.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:15.588 ]sampleid: 000000326174.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:16.626 ]sampleid: 000000326248.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:17.667 ]sampleid: 000000326462.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:18.705 ]sampleid: 000000326541.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:19.747 ]sampleid: 000000326542.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:20.786 ]sampleid: 000000326627.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:21.826 ]sampleid: 000000326970.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:22.865 ]sampleid: 000000327306.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:23.915 ]sampleid: 000000327592.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:24.963 ]sampleid: 000000327601.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:26. 15 ]sampleid: 000000327605.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:27. 64 ]sampleid: 000000327617.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:28.118 ]sampleid: 000000327701.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:29.162 ]sampleid: 000000327769.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:30.212 ]sampleid: 000000327780.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:31.266 ]sampleid: 000000327890.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:32.323 ]sampleid: 000000328030.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:33.372 ]sampleid: 000000328117.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:34.423 ]sampleid: 000000328238.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:35.485 ]sampleid: 000000328286.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:36.535 ]sampleid: 000000328337.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:37.594 ]sampleid: 000000328430.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:38.643 ]sampleid: 000000328601.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:39.697 ]sampleid: 000000328683.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:40.746 ]sampleid: 000000328959.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:41.799 ]sampleid: 000000329041.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:42.853 ]sampleid: 000000329080.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:43.903 ]sampleid: 000000329219.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:44.953 ]sampleid: 000000329319.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:46.  5 ]sampleid: 000000329323.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:47. 66 ]sampleid: 000000329447.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:48.119 ]sampleid: 000000329455.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:49.179 ]sampleid: 000000329456.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:50.238 ]sampleid: 000000329542.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:51.285 ]sampleid: 000000329614.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:52.343 ]sampleid: 000000329827.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:53.393 ]sampleid: 000000330369.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:54.443 ]sampleid: 000000330396.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:55.491 ]sampleid: 000000330554.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:56.545 ]sampleid: 000000330790.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:57.598 ]sampleid: 000000330818.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:58.653 ]sampleid: 000000331075.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 6:59.704 ]sampleid: 000000331280.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7: 0.760 ]sampleid: 000000331317.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7: 1.809 ]sampleid: 000000331352.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7: 2.864 ]sampleid: 000000331569.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7: 3.913 ]sampleid: 000000331604.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7: 4.967 ]sampleid: 000000331799.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7: 6. 21 ]sampleid: 000000331817.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7: 7. 78 ]sampleid: 000000332318.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7: 8.134 ]sampleid: 000000332351.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7: 9.189 ]sampleid: 000000332455.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:10.242 ]sampleid: 000000332570.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:11.297 ]sampleid: 000000332845.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:12.352 ]sampleid: 000000332901.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:13.411 ]sampleid: 000000333069.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:14.472 ]sampleid: 000000333237.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:15.527 ]sampleid: 000000333402.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:16.584 ]sampleid: 000000333697.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:17.637 ]sampleid: 000000333745.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:18.690 ]sampleid: 000000333772.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:19.747 ]sampleid: 000000333956.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:20.812 ]sampleid: 000000334006.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:21.873 ]sampleid: 000000334309.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:22.930 ]sampleid: 000000334371.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:23.993 ]sampleid: 000000334399.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:25. 54 ]sampleid: 000000334417.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:26.117 ]sampleid: 000000334483.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:27.183 ]sampleid: 000000334521.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:28.247 ]sampleid: 000000334530.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:29.308 ]sampleid: 000000334555.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:30.371 ]sampleid: 000000334719.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:31.429 ]sampleid: 000000334767.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:32.485 ]sampleid: 000000334977.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:33.550 ]sampleid: 000000335081.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:34.610 ]sampleid: 000000335177.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:35.674 ]sampleid: 000000335328.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:36.737 ]sampleid: 000000335427.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:37.803 ]sampleid: 000000335450.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:38.869 ]sampleid: 000000335529.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:39.933 ]sampleid: 000000335658.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:40.996 ]sampleid: 000000335800.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:42. 60 ]sampleid: 000000335954.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:43.123 ]sampleid: 000000336053.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:44.183 ]sampleid: 000000336209.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:45.246 ]sampleid: 000000336232.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:46.313 ]sampleid: 000000336265.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:47.373 ]sampleid: 000000336309.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:48.438 ]sampleid: 000000336356.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:49.504 ]sampleid: 000000336587.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:50.567 ]sampleid: 000000336628.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:51.635 ]sampleid: 000000336658.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:52.702 ]sampleid: 000000337055.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:53.770 ]sampleid: 000000337498.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:54.837 ]sampleid: 000000337987.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:55.913 ]sampleid: 000000338191.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:56.985 ]sampleid: 000000338219.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:58. 47 ]sampleid: 000000338304.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 7:59.109 ]sampleid: 000000338325.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8: 0.180 ]sampleid: 000000338428.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8: 1.246 ]sampleid: 000000338532.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8: 2.319 ]sampleid: 000000338560.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8: 3.397 ]sampleid: 000000338624.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8: 4.471 ]sampleid: 000000338625.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8: 5.537 ]sampleid: 000000338718.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8: 6.605 ]sampleid: 000000338901.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8: 7.670 ]sampleid: 000000338905.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8: 8.743 ]sampleid: 000000338986.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8: 9.819 ]sampleid: 000000339442.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:10.892 ]sampleid: 000000339823.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:11.964 ]sampleid: 000000339870.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:13. 36 ]sampleid: 000000340015.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:14.110 ]sampleid: 000000340175.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:15.186 ]sampleid: 000000340272.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:16.261 ]sampleid: 000000340451.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:17.331 ]sampleid: 000000340697.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:18.404 ]sampleid: 000000340894.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:19.476 ]sampleid: 000000340930.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:20.550 ]sampleid: 000000341058.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:21.629 ]sampleid: 000000341094.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:22.706 ]sampleid: 000000341196.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:23.781 ]sampleid: 000000341469.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:24.851 ]sampleid: 000000341681.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:25.927 ]sampleid: 000000341719.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:27.  6 ]sampleid: 000000341828.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:28. 83 ]sampleid: 000000341921.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:29.158 ]sampleid: 000000341973.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:30.234 ]sampleid: 000000342006.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:31.318 ]sampleid: 000000342128.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:32.397 ]sampleid: 000000342186.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:33.473 ]sampleid: 000000342295.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:34.554 ]sampleid: 000000342367.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:35.633 ]sampleid: 000000342397.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:36.709 ]sampleid: 000000342971.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:37.793 ]sampleid: 000000343076.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:38.876 ]sampleid: 000000343149.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:39.961 ]sampleid: 000000343218.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:41. 52 ]sampleid: 000000343315.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:42.137 ]sampleid: 000000343453.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:43.213 ]sampleid: 000000343466.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:44.298 ]sampleid: 000000343496.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:45.381 ]sampleid: 000000343524.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:46.467 ]sampleid: 000000343561.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:47.556 ]sampleid: 000000343706.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:48.643 ]sampleid: 000000343803.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:49.736 ]sampleid: 000000343934.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:50.823 ]sampleid: 000000343937.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:51.908 ]sampleid: 000000343976.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:52.999 ]sampleid: 000000344029.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:54. 88 ]sampleid: 000000344059.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:55.179 ]sampleid: 000000344100.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:56.266 ]sampleid: 000000344268.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:57.351 ]sampleid: 000000344611.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:58.441 ]sampleid: 000000344614.jpg, result=true
[ AI-Rank-Log  2/ 1  6: 8:59.527 ]sampleid: 000000344621.jpg, result=true
