[ AI-Rank-Log  4/ 7 14:29:16.191 ]load_data, checksum: 442b8da7639aecaf257c1dceb8ba8c8
[ AI-Rank-Log  4/ 7 14:40:17.937 ]sampleid: 000000265518.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:18.460 ]sampleid: 000000265777.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:18.972 ]sampleid: 000000265816.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:19.487 ]sampleid: 000000266082.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:20.  4 ]sampleid: 000000266206.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:20.525 ]sampleid: 000000266400.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:21. 47 ]sampleid: 000000266409.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:21.566 ]sampleid: 000000266768.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:22. 83 ]sampleid: 000000266892.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:22.601 ]sampleid: 000000266981.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:23.116 ]sampleid: 000000267169.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:23.640 ]sampleid: 000000267191.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:24.161 ]sampleid: 000000267300.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:24.680 ]sampleid: 000000267351.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:25.208 ]sampleid: 000000267434.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:25.731 ]sampleid: 000000267537.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:26.255 ]sampleid: 000000267670.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:26.780 ]sampleid: 000000267903.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:27.301 ]sampleid: 000000267933.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:27.824 ]sampleid: 000000267940.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:28.341 ]sampleid: 000000267946.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:28.862 ]sampleid: 000000268000.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:29.387 ]sampleid: 000000268375.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:29.913 ]sampleid: 000000268378.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:30.436 ]sampleid: 000000268729.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:30.960 ]sampleid: 000000268831.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:31.480 ]sampleid: 000000268996.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:32. 10 ]sampleid: 000000269113.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:32.536 ]sampleid: 000000269121.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:33. 57 ]sampleid: 000000269196.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:33.584 ]sampleid: 000000269314.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:34.107 ]sampleid: 000000269316.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:34.629 ]sampleid: 000000269632.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:35.162 ]sampleid: 000000269682.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:35.695 ]sampleid: 000000269866.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:36.220 ]sampleid: 000000269932.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:36.750 ]sampleid: 000000269942.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:37.284 ]sampleid: 000000270066.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:37.816 ]sampleid: 000000270122.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:38.345 ]sampleid: 000000270244.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:38.879 ]sampleid: 000000270297.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:39.406 ]sampleid: 000000270386.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:39.940 ]sampleid: 000000270402.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:40.461 ]sampleid: 000000270474.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:40.997 ]sampleid: 000000270677.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:41.524 ]sampleid: 000000270705.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:42. 48 ]sampleid: 000000270883.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:42.574 ]sampleid: 000000270908.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:43.106 ]sampleid: 000000271116.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:43.638 ]sampleid: 000000271402.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:44.162 ]sampleid: 000000271457.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:44.692 ]sampleid: 000000271471.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:45.220 ]sampleid: 000000271728.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:45.746 ]sampleid: 000000271997.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:46.283 ]sampleid: 000000272049.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:46.818 ]sampleid: 000000272136.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:47.345 ]sampleid: 000000272148.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:47.874 ]sampleid: 000000272212.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:48.404 ]sampleid: 000000272364.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:48.930 ]sampleid: 000000272416.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:49.464 ]sampleid: 000000272566.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:50.  0 ]sampleid: 000000273132.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:50.522 ]sampleid: 000000273198.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:51. 56 ]sampleid: 000000273232.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:51.584 ]sampleid: 000000273420.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:52.114 ]sampleid: 000000273493.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:52.649 ]sampleid: 000000273551.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:53.187 ]sampleid: 000000273617.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:53.716 ]sampleid: 000000273642.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:54.251 ]sampleid: 000000273711.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:54.791 ]sampleid: 000000273712.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:55.323 ]sampleid: 000000273715.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:55.862 ]sampleid: 000000273760.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:56.396 ]sampleid: 000000274066.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:56.934 ]sampleid: 000000274219.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:57.478 ]sampleid: 000000274272.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:58.  6 ]sampleid: 000000274411.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:58.544 ]sampleid: 000000274460.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:59. 85 ]sampleid: 000000274687.jpg, result=true
[ AI-Rank-Log  4/ 7 14:40:59.623 ]sampleid: 000000274708.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 0.163 ]sampleid: 000000275058.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 0.707 ]sampleid: 000000275198.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 1.248 ]sampleid: 000000275392.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 1.799 ]sampleid: 000000275727.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 2.333 ]sampleid: 000000275749.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 2.874 ]sampleid: 000000275791.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 3.416 ]sampleid: 000000276018.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 3.962 ]sampleid: 000000276024.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 4.501 ]sampleid: 000000276055.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 5. 40 ]sampleid: 000000276284.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 5.582 ]sampleid: 000000276285.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 6.124 ]sampleid: 000000276434.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 6.669 ]sampleid: 000000276707.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 7.211 ]sampleid: 000000276720.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 7.756 ]sampleid: 000000276804.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 8.297 ]sampleid: 000000276921.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 8.843 ]sampleid: 000000277005.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 9.385 ]sampleid: 000000277020.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41: 9.928 ]sampleid: 000000277051.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:10.471 ]sampleid: 000000277197.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:11. 16 ]sampleid: 000000277584.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:11.564 ]sampleid: 000000277689.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:12.110 ]sampleid: 000000278006.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:12.661 ]sampleid: 000000278353.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:13.202 ]sampleid: 000000278463.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:13.749 ]sampleid: 000000278705.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:14.285 ]sampleid: 000000278749.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:14.825 ]sampleid: 000000278848.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:15.380 ]sampleid: 000000278973.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:15.931 ]sampleid: 000000279145.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:16.481 ]sampleid: 000000279278.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:17. 28 ]sampleid: 000000279541.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:17.573 ]sampleid: 000000279714.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:18.115 ]sampleid: 000000279730.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:18.662 ]sampleid: 000000279769.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:19.204 ]sampleid: 000000279774.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:19.758 ]sampleid: 000000279887.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:20.316 ]sampleid: 000000279927.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:20.863 ]sampleid: 000000280325.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:21.413 ]sampleid: 000000280710.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:21.964 ]sampleid: 000000280779.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:22.512 ]sampleid: 000000280891.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:23. 65 ]sampleid: 000000280918.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:23.609 ]sampleid: 000000280930.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:24.156 ]sampleid: 000000281032.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:24.703 ]sampleid: 000000281179.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:25.259 ]sampleid: 000000281409.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:25.804 ]sampleid: 000000281414.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:26.350 ]sampleid: 000000281447.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:26.897 ]sampleid: 000000281687.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:27.448 ]sampleid: 000000281693.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:27.998 ]sampleid: 000000281754.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:28.551 ]sampleid: 000000281759.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:29.108 ]sampleid: 000000281929.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:29.662 ]sampleid: 000000282037.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:30.206 ]sampleid: 000000282046.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:30.761 ]sampleid: 000000282296.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:31.317 ]sampleid: 000000282298.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:31.866 ]sampleid: 000000282912.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:32.416 ]sampleid: 000000283037.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:32.969 ]sampleid: 000000283038.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:33.525 ]sampleid: 000000283070.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:34. 82 ]sampleid: 000000283113.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:34.636 ]sampleid: 000000283268.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:35.190 ]sampleid: 000000283318.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:35.744 ]sampleid: 000000283412.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:36.306 ]sampleid: 000000283520.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:36.863 ]sampleid: 000000283717.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:37.419 ]sampleid: 000000283785.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:37.972 ]sampleid: 000000284106.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:38.529 ]sampleid: 000000284279.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:39. 78 ]sampleid: 000000284282.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:39.639 ]sampleid: 000000284296.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:40.202 ]sampleid: 000000284445.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:40.760 ]sampleid: 000000284623.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:41.313 ]sampleid: 000000284698.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:41.875 ]sampleid: 000000284725.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:42.425 ]sampleid: 000000284743.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:42.982 ]sampleid: 000000284762.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:43.543 ]sampleid: 000000284764.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:44.102 ]sampleid: 000000284991.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:44.656 ]sampleid: 000000285047.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:45.212 ]sampleid: 000000285349.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:45.769 ]sampleid: 000000285788.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:46.322 ]sampleid: 000000285894.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:46.881 ]sampleid: 000000286182.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:47.439 ]sampleid: 000000286422.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:47.985 ]sampleid: 000000286458.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:48.543 ]sampleid: 000000286503.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:49.104 ]sampleid: 000000286507.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:49.661 ]sampleid: 000000286523.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:50.224 ]sampleid: 000000286553.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:50.782 ]sampleid: 000000286660.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:51.346 ]sampleid: 000000286708.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:51.902 ]sampleid: 000000286849.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:52.465 ]sampleid: 000000286907.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:53. 30 ]sampleid: 000000286908.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:53.591 ]sampleid: 000000286994.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:54.145 ]sampleid: 000000287291.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:54.703 ]sampleid: 000000287347.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:55.267 ]sampleid: 000000287527.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:55.829 ]sampleid: 000000287545.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:56.396 ]sampleid: 000000287649.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:56.956 ]sampleid: 000000287667.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:57.516 ]sampleid: 000000287714.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:58. 81 ]sampleid: 000000287874.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:58.639 ]sampleid: 000000287959.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:59.205 ]sampleid: 000000288042.jpg, result=true
[ AI-Rank-Log  4/ 7 14:41:59.769 ]sampleid: 000000288062.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 0.334 ]sampleid: 000000288391.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 0.897 ]sampleid: 000000288430.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 1.465 ]sampleid: 000000288584.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 2. 30 ]sampleid: 000000288685.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 2.599 ]sampleid: 000000288762.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 3.165 ]sampleid: 000000288862.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 3.727 ]sampleid: 000000288882.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 4.290 ]sampleid: 000000289059.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 4.854 ]sampleid: 000000289222.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 5.416 ]sampleid: 000000289229.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 5.980 ]sampleid: 000000289343.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 6.547 ]sampleid: 000000289393.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 7.116 ]sampleid: 000000289415.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 7.679 ]sampleid: 000000289417.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 8.250 ]sampleid: 000000289516.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 8.816 ]sampleid: 000000289586.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 9.383 ]sampleid: 000000289594.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42: 9.951 ]sampleid: 000000289659.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:10.521 ]sampleid: 000000289702.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:11. 88 ]sampleid: 000000289741.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:11.659 ]sampleid: 000000289938.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:12.225 ]sampleid: 000000289960.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:12.789 ]sampleid: 000000289992.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:13.361 ]sampleid: 000000290081.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:13.926 ]sampleid: 000000290163.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:14.490 ]sampleid: 000000290179.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:15. 59 ]sampleid: 000000290248.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:15.620 ]sampleid: 000000290293.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:16.185 ]sampleid: 000000290592.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:16.756 ]sampleid: 000000290619.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:17.325 ]sampleid: 000000290768.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:17.897 ]sampleid: 000000290771.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:18.468 ]sampleid: 000000290833.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:19. 33 ]sampleid: 000000290843.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:19.601 ]sampleid: 000000291490.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:20.173 ]sampleid: 000000291551.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:20.746 ]sampleid: 000000291619.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:21.320 ]sampleid: 000000291634.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:21.902 ]sampleid: 000000291664.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:22.468 ]sampleid: 000000291791.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:23. 36 ]sampleid: 000000291861.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:23.610 ]sampleid: 000000292005.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:24.180 ]sampleid: 000000292024.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:24.757 ]sampleid: 000000292060.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:25.325 ]sampleid: 000000292082.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:25.905 ]sampleid: 000000292155.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:26.472 ]sampleid: 000000292225.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:27. 36 ]sampleid: 000000292236.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:27.610 ]sampleid: 000000292330.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:28.180 ]sampleid: 000000292415.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:28.750 ]sampleid: 000000292446.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:29.317 ]sampleid: 000000292456.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:29.885 ]sampleid: 000000292488.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:30.456 ]sampleid: 000000292908.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:31. 28 ]sampleid: 000000292997.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:31.592 ]sampleid: 000000293044.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:32.161 ]sampleid: 000000293071.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:32.736 ]sampleid: 000000293200.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:33.308 ]sampleid: 000000293245.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:33.885 ]sampleid: 000000293300.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:34.456 ]sampleid: 000000293324.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:35. 30 ]sampleid: 000000293390.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:35.598 ]sampleid: 000000293474.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:36.172 ]sampleid: 000000293625.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:36.747 ]sampleid: 000000293794.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:37.317 ]sampleid: 000000293804.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:37.887 ]sampleid: 000000293858.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:38.391 ]sampleid: 000000294162.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:38.830 ]sampleid: 000000294163.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:39.272 ]sampleid: 000000294350.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:39.711 ]sampleid: 000000294695.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:40.152 ]sampleid: 000000294783.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:40.590 ]sampleid: 000000294831.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:41. 27 ]sampleid: 000000294855.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:41.469 ]sampleid: 000000295138.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:41.912 ]sampleid: 000000295231.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:42.355 ]sampleid: 000000295316.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:42.798 ]sampleid: 000000295420.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:43.242 ]sampleid: 000000295478.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:43.684 ]sampleid: 000000295713.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:44.128 ]sampleid: 000000295797.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:44.573 ]sampleid: 000000295809.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:45. 17 ]sampleid: 000000296222.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:45.464 ]sampleid: 000000296224.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:45.910 ]sampleid: 000000296231.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:46.350 ]sampleid: 000000296284.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:46.794 ]sampleid: 000000296317.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:47.237 ]sampleid: 000000296634.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:47.671 ]sampleid: 000000296649.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:48.122 ]sampleid: 000000296657.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:48.562 ]sampleid: 000000296969.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:49.  9 ]sampleid: 000000297022.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:49.454 ]sampleid: 000000297084.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:49.894 ]sampleid: 000000297085.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:50.344 ]sampleid: 000000297147.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:50.790 ]sampleid: 000000297343.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:51.233 ]sampleid: 000000297353.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:51.679 ]sampleid: 000000297396.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:52.128 ]sampleid: 000000297427.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:52.573 ]sampleid: 000000297562.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:53. 13 ]sampleid: 000000297578.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:53.464 ]sampleid: 000000297595.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:53.912 ]sampleid: 000000297681.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:54.353 ]sampleid: 000000297698.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:54.803 ]sampleid: 000000297830.jpg, result=true
[ AI-Rank-Log  4/ 7 14:42:55.248 ]sampleid: 000000298251.jpg, result=true
