[ AI-Rank-Log  2/ 1  6:58:18.777 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  2/ 1  7:28:34.459 ]sampleid: 000000338718.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:35.541 ]sampleid: 000000338901.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:36.619 ]sampleid: 000000338905.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:37.707 ]sampleid: 000000338986.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:38.788 ]sampleid: 000000339442.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:39.878 ]sampleid: 000000339823.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:40.964 ]sampleid: 000000339870.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:42. 27 ]sampleid: 000000340015.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:43.102 ]sampleid: 000000340175.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:44.191 ]sampleid: 000000340272.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:45.232 ]sampleid: 000000340451.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:46.325 ]sampleid: 000000340697.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:47.416 ]sampleid: 000000340894.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:48.470 ]sampleid: 000000340930.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:49.525 ]sampleid: 000000341058.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:50.606 ]sampleid: 000000341094.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:51.672 ]sampleid: 000000341196.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:52.723 ]sampleid: 000000341469.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:53.788 ]sampleid: 000000341681.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:54.886 ]sampleid: 000000341719.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:55.982 ]sampleid: 000000341828.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:57.  3 ]sampleid: 000000341921.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:58. 93 ]sampleid: 000000341973.jpg, result=true
[ AI-Rank-Log  2/ 1  7:28:59.137 ]sampleid: 000000342006.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29: 0.134 ]sampleid: 000000342128.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29: 1.124 ]sampleid: 000000342186.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29: 2.212 ]sampleid: 000000342295.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29: 3.236 ]sampleid: 000000342367.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29: 4.333 ]sampleid: 000000342397.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29: 5.431 ]sampleid: 000000342971.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29: 6.533 ]sampleid: 000000343076.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29: 7.591 ]sampleid: 000000343149.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29: 8.630 ]sampleid: 000000343218.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29: 9.731 ]sampleid: 000000343315.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:10.772 ]sampleid: 000000343453.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:11.811 ]sampleid: 000000343466.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:12.911 ]sampleid: 000000343496.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:14. 12 ]sampleid: 000000343524.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:15. 29 ]sampleid: 000000343561.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:16.  9 ]sampleid: 000000343706.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:17.116 ]sampleid: 000000343803.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:18.222 ]sampleid: 000000343934.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:19.325 ]sampleid: 000000343937.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:20.426 ]sampleid: 000000343976.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:21.490 ]sampleid: 000000344029.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:22.586 ]sampleid: 000000344059.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:23.615 ]sampleid: 000000344100.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:24.719 ]sampleid: 000000344268.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:25.821 ]sampleid: 000000344611.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:26.928 ]sampleid: 000000344614.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:27.994 ]sampleid: 000000344621.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:29. 95 ]sampleid: 000000344795.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:30.205 ]sampleid: 000000344816.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:31.313 ]sampleid: 000000344888.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:32.420 ]sampleid: 000000344909.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:33.486 ]sampleid: 000000345027.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:34.524 ]sampleid: 000000345252.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:35.631 ]sampleid: 000000345261.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:36.742 ]sampleid: 000000345356.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:37.845 ]sampleid: 000000345361.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:38.949 ]sampleid: 000000345385.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:40. 24 ]sampleid: 000000345397.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:41. 95 ]sampleid: 000000345466.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:42.148 ]sampleid: 000000345469.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:43.246 ]sampleid: 000000345941.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:44.361 ]sampleid: 000000346232.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:45.469 ]sampleid: 000000346638.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:46.582 ]sampleid: 000000346703.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:47.690 ]sampleid: 000000346707.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:48.779 ]sampleid: 000000346905.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:49.895 ]sampleid: 000000346968.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:51.  6 ]sampleid: 000000347163.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:52. 92 ]sampleid: 000000347174.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:53.198 ]sampleid: 000000347254.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:54.290 ]sampleid: 000000347265.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:55.400 ]sampleid: 000000347335.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:56.509 ]sampleid: 000000347370.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:57.620 ]sampleid: 000000347456.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:58.730 ]sampleid: 000000347544.jpg, result=true
[ AI-Rank-Log  2/ 1  7:29:59.843 ]sampleid: 000000347664.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30: 0.949 ]sampleid: 000000347693.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30: 2. 13 ]sampleid: 000000347930.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30: 3.122 ]sampleid: 000000348012.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30: 4.214 ]sampleid: 000000348045.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30: 5.329 ]sampleid: 000000348216.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30: 6.443 ]sampleid: 000000348243.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30: 7.552 ]sampleid: 000000348481.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30: 8.660 ]sampleid: 000000348488.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30: 9.760 ]sampleid: 000000348708.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:10.848 ]sampleid: 000000348881.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:11.962 ]sampleid: 000000349152.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:13. 74 ]sampleid: 000000349184.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:14.191 ]sampleid: 000000349302.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:15.307 ]sampleid: 000000349480.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:16.412 ]sampleid: 000000349594.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:17.536 ]sampleid: 000000349678.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:18.597 ]sampleid: 000000349837.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:19.716 ]sampleid: 000000349860.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:20.739 ]sampleid: 000000350002.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:21.835 ]sampleid: 000000350003.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:22.952 ]sampleid: 000000350019.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:24. 70 ]sampleid: 000000350023.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:25.146 ]sampleid: 000000350054.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:26.265 ]sampleid: 000000350122.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:27.384 ]sampleid: 000000350148.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:28.506 ]sampleid: 000000350388.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:29.571 ]sampleid: 000000350405.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:30.635 ]sampleid: 000000350488.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:31.757 ]sampleid: 000000350607.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:32.866 ]sampleid: 000000350679.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:33.966 ]sampleid: 000000350833.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:35. 86 ]sampleid: 000000351096.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:36.175 ]sampleid: 000000351331.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:37.212 ]sampleid: 000000351362.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:38.258 ]sampleid: 000000351530.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:39.377 ]sampleid: 000000351559.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:40.465 ]sampleid: 000000351589.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:41.558 ]sampleid: 000000351609.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:42.682 ]sampleid: 000000351810.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:43.810 ]sampleid: 000000351823.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:44.895 ]sampleid: 000000352491.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:45.990 ]sampleid: 000000352582.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:47. 85 ]sampleid: 000000352584.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:48.215 ]sampleid: 000000352618.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:49.346 ]sampleid: 000000352684.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:50.480 ]sampleid: 000000352760.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:51.544 ]sampleid: 000000352900.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:52.587 ]sampleid: 000000353027.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:53.674 ]sampleid: 000000353051.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:54.765 ]sampleid: 000000353096.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:55.859 ]sampleid: 000000353180.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:56.997 ]sampleid: 000000353518.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:58.131 ]sampleid: 000000353970.jpg, result=true
[ AI-Rank-Log  2/ 1  7:30:59.263 ]sampleid: 000000354072.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31: 0.397 ]sampleid: 000000354307.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31: 1.505 ]sampleid: 000000354547.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31: 2.650 ]sampleid: 000000354753.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31: 3.795 ]sampleid: 000000354829.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31: 4.897 ]sampleid: 000000355169.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31: 6. 33 ]sampleid: 000000355240.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31: 7.137 ]sampleid: 000000355257.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31: 8.217 ]sampleid: 000000355325.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31: 9.368 ]sampleid: 000000355610.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:10.429 ]sampleid: 000000355677.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:11.572 ]sampleid: 000000355817.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:12.709 ]sampleid: 000000355905.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:13.820 ]sampleid: 000000356094.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:14.959 ]sampleid: 000000356125.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:16. 67 ]sampleid: 000000356169.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:17.210 ]sampleid: 000000356248.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:18.317 ]sampleid: 000000356261.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:19.400 ]sampleid: 000000356347.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:20.540 ]sampleid: 000000356387.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:21.620 ]sampleid: 000000356424.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:22.772 ]sampleid: 000000356427.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:23.917 ]sampleid: 000000356428.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:25. 60 ]sampleid: 000000356432.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:26.205 ]sampleid: 000000356498.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:27.252 ]sampleid: 000000356505.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:28.347 ]sampleid: 000000356531.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:29.436 ]sampleid: 000000356612.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:30.555 ]sampleid: 000000356968.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:31.698 ]sampleid: 000000357060.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:32.844 ]sampleid: 000000357081.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:33.994 ]sampleid: 000000357238.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:35.115 ]sampleid: 000000357430.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:36.268 ]sampleid: 000000357459.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:37.428 ]sampleid: 000000357501.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:38.556 ]sampleid: 000000357567.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:39.661 ]sampleid: 000000357737.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:40.817 ]sampleid: 000000357742.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:41.970 ]sampleid: 000000357748.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:43.126 ]sampleid: 000000357816.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:44.282 ]sampleid: 000000357888.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:45.442 ]sampleid: 000000357903.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:46.599 ]sampleid: 000000357941.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:47.723 ]sampleid: 000000357978.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:48.754 ]sampleid: 000000358195.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:49.919 ]sampleid: 000000358427.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:51. 77 ]sampleid: 000000358525.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:52.201 ]sampleid: 000000358923.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:53.238 ]sampleid: 000000359135.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:54.398 ]sampleid: 000000359219.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:55.557 ]sampleid: 000000359540.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:56.696 ]sampleid: 000000359677.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:57.808 ]sampleid: 000000359781.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:58.837 ]sampleid: 000000359833.jpg, result=true
[ AI-Rank-Log  2/ 1  7:31:59.991 ]sampleid: 000000359855.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32: 1. 72 ]sampleid: 000000359937.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32: 2.201 ]sampleid: 000000360097.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32: 3.343 ]sampleid: 000000360137.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32: 4.536 ]sampleid: 000000360325.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32: 5.625 ]sampleid: 000000360393.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32: 6.781 ]sampleid: 000000360564.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32: 7.964 ]sampleid: 000000360661.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32: 9. 80 ]sampleid: 000000360943.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:10.216 ]sampleid: 000000360951.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:11.380 ]sampleid: 000000360960.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:12.537 ]sampleid: 000000361103.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:13.621 ]sampleid: 000000361142.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:14.756 ]sampleid: 000000361147.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:15.919 ]sampleid: 000000361180.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:17. 65 ]sampleid: 000000361238.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:18.171 ]sampleid: 000000361268.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:19.332 ]sampleid: 000000361506.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:20.491 ]sampleid: 000000361551.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:21.654 ]sampleid: 000000361571.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:22.853 ]sampleid: 000000361586.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:24. 18 ]sampleid: 000000361621.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:25.195 ]sampleid: 000000361730.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:26.306 ]sampleid: 000000361919.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:27.495 ]sampleid: 000000362434.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:28.623 ]sampleid: 000000362520.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:29.665 ]sampleid: 000000362682.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:30.805 ]sampleid: 000000362716.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:31.934 ]sampleid: 000000363072.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:33.112 ]sampleid: 000000363188.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:34.281 ]sampleid: 000000363207.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:35.436 ]sampleid: 000000363461.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:36.611 ]sampleid: 000000363666.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:37.788 ]sampleid: 000000363784.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:38.955 ]sampleid: 000000363840.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:40.107 ]sampleid: 000000363875.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:41.269 ]sampleid: 000000364102.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:42.420 ]sampleid: 000000364126.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:43.578 ]sampleid: 000000364166.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:44.751 ]sampleid: 000000364297.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:45.900 ]sampleid: 000000364322.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:47. 97 ]sampleid: 000000364557.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:48.208 ]sampleid: 000000364587.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:49.336 ]sampleid: 000000364636.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:50.499 ]sampleid: 000000364884.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:51.607 ]sampleid: 000000365095.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:52.758 ]sampleid: 000000365098.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:53.935 ]sampleid: 000000365207.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:55. 98 ]sampleid: 000000365208.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:56.282 ]sampleid: 000000365385.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:57.471 ]sampleid: 000000365387.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:58.657 ]sampleid: 000000365521.jpg, result=true
[ AI-Rank-Log  2/ 1  7:32:59.783 ]sampleid: 000000365642.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33: 0.869 ]sampleid: 000000365655.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33: 1.983 ]sampleid: 000000365745.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33: 3.178 ]sampleid: 000000365766.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33: 4.306 ]sampleid: 000000365886.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33: 5.470 ]sampleid: 000000366141.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33: 6.617 ]sampleid: 000000366178.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33: 7.768 ]sampleid: 000000366199.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33: 8.896 ]sampleid: 000000366225.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:10. 89 ]sampleid: 000000366611.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:11.293 ]sampleid: 000000366711.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:12.473 ]sampleid: 000000366884.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:13.631 ]sampleid: 000000367082.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:14.820 ]sampleid: 000000367095.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:16.  0 ]sampleid: 000000367195.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:17. 68 ]sampleid: 000000367228.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:18.256 ]sampleid: 000000367386.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:19.446 ]sampleid: 000000367569.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:20.623 ]sampleid: 000000367680.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:21.755 ]sampleid: 000000367818.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:22.945 ]sampleid: 000000368038.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:24.151 ]sampleid: 000000368212.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:25.343 ]sampleid: 000000368294.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:26.488 ]sampleid: 000000368335.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:27.602 ]sampleid: 000000368456.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:28.797 ]sampleid: 000000368684.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:29.940 ]sampleid: 000000368752.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:31. 88 ]sampleid: 000000368900.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:32.275 ]sampleid: 000000368940.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:33.420 ]sampleid: 000000368961.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:34.552 ]sampleid: 000000368982.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:35.715 ]sampleid: 000000369037.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:36.856 ]sampleid: 000000369081.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:38.  7 ]sampleid: 000000369310.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:39.197 ]sampleid: 000000369323.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:40.391 ]sampleid: 000000369370.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:41.591 ]sampleid: 000000369442.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:42.778 ]sampleid: 000000369503.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:43.973 ]sampleid: 000000369541.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:45.116 ]sampleid: 000000369675.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:46.249 ]sampleid: 000000369751.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:47.439 ]sampleid: 000000369757.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:48.637 ]sampleid: 000000369771.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:49.803 ]sampleid: 000000369812.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:50.920 ]sampleid: 000000370042.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:52.112 ]sampleid: 000000370208.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:53.274 ]sampleid: 000000370270.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:54.475 ]sampleid: 000000370375.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:55.679 ]sampleid: 000000370478.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:56.854 ]sampleid: 000000370486.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:57.974 ]sampleid: 000000370677.jpg, result=true
[ AI-Rank-Log  2/ 1  7:33:59.149 ]sampleid: 000000370711.jpg, result=true
[ AI-Rank-Log  2/ 1  7:34: 0.347 ]sampleid: 000000370813.jpg, result=true
[ AI-Rank-Log  2/ 1  7:34: 1.548 ]sampleid: 000000370818.jpg, result=true
[ AI-Rank-Log  2/ 1  7:34: 2.744 ]sampleid: 000000370900.jpg, result=true
