[ AI-Rank-Log  1/31 20:58:57.965 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  1/31 21:25:46.618 ]sampleid: 000000336356.jpg, result=true
[ AI-Rank-Log  1/31 21:25:47.505 ]sampleid: 000000336587.jpg, result=true
[ AI-Rank-Log  1/31 21:25:48.429 ]sampleid: 000000336628.jpg, result=true
[ AI-Rank-Log  1/31 21:25:49.352 ]sampleid: 000000336658.jpg, result=true
[ AI-Rank-Log  1/31 21:25:50.239 ]sampleid: 000000337055.jpg, result=true
[ AI-Rank-Log  1/31 21:25:51.222 ]sampleid: 000000337498.jpg, result=true
[ AI-Rank-Log  1/31 21:25:52.190 ]sampleid: 000000337987.jpg, result=true
[ AI-Rank-Log  1/31 21:25:53. 96 ]sampleid: 000000338191.jpg, result=true
[ AI-Rank-Log  1/31 21:25:54.  1 ]sampleid: 000000338219.jpg, result=true
[ AI-Rank-Log  1/31 21:25:54.924 ]sampleid: 000000338304.jpg, result=true
[ AI-Rank-Log  1/31 21:25:55.854 ]sampleid: 000000338325.jpg, result=true
[ AI-Rank-Log  1/31 21:25:56.766 ]sampleid: 000000338428.jpg, result=true
[ AI-Rank-Log  1/31 21:25:57.714 ]sampleid: 000000338532.jpg, result=true
[ AI-Rank-Log  1/31 21:25:58.690 ]sampleid: 000000338560.jpg, result=true
[ AI-Rank-Log  1/31 21:25:59.586 ]sampleid: 000000338624.jpg, result=true
[ AI-Rank-Log  1/31 21:26: 0.511 ]sampleid: 000000338625.jpg, result=true
[ AI-Rank-Log  1/31 21:26: 1.418 ]sampleid: 000000338718.jpg, result=true
[ AI-Rank-Log  1/31 21:26: 2.414 ]sampleid: 000000338901.jpg, result=true
[ AI-Rank-Log  1/31 21:26: 3.357 ]sampleid: 000000338905.jpg, result=true
[ AI-Rank-Log  1/31 21:26: 4.308 ]sampleid: 000000338986.jpg, result=true
[ AI-Rank-Log  1/31 21:26: 5.251 ]sampleid: 000000339442.jpg, result=true
[ AI-Rank-Log  1/31 21:26: 6.256 ]sampleid: 000000339823.jpg, result=true
[ AI-Rank-Log  1/31 21:26: 7.238 ]sampleid: 000000339870.jpg, result=true
[ AI-Rank-Log  1/31 21:26: 8.192 ]sampleid: 000000340015.jpg, result=true
[ AI-Rank-Log  1/31 21:26: 9.179 ]sampleid: 000000340175.jpg, result=true
[ AI-Rank-Log  1/31 21:26:10.168 ]sampleid: 000000340272.jpg, result=true
[ AI-Rank-Log  1/31 21:26:11.147 ]sampleid: 000000340451.jpg, result=true
[ AI-Rank-Log  1/31 21:26:12. 35 ]sampleid: 000000340697.jpg, result=true
[ AI-Rank-Log  1/31 21:26:12.948 ]sampleid: 000000340894.jpg, result=true
[ AI-Rank-Log  1/31 21:26:13.878 ]sampleid: 000000340930.jpg, result=true
[ AI-Rank-Log  1/31 21:26:14.832 ]sampleid: 000000341058.jpg, result=true
[ AI-Rank-Log  1/31 21:26:15.739 ]sampleid: 000000341094.jpg, result=true
[ AI-Rank-Log  1/31 21:26:16.693 ]sampleid: 000000341196.jpg, result=true
[ AI-Rank-Log  1/31 21:26:17.694 ]sampleid: 000000341469.jpg, result=true
[ AI-Rank-Log  1/31 21:26:18.616 ]sampleid: 000000341681.jpg, result=true
[ AI-Rank-Log  1/31 21:26:19.559 ]sampleid: 000000341719.jpg, result=true
[ AI-Rank-Log  1/31 21:26:20.472 ]sampleid: 000000341828.jpg, result=true
[ AI-Rank-Log  1/31 21:26:21.526 ]sampleid: 000000341921.jpg, result=true
[ AI-Rank-Log  1/31 21:26:22.522 ]sampleid: 000000341973.jpg, result=true
[ AI-Rank-Log  1/31 21:26:23.499 ]sampleid: 000000342006.jpg, result=true
[ AI-Rank-Log  1/31 21:26:24.467 ]sampleid: 000000342128.jpg, result=true
[ AI-Rank-Log  1/31 21:26:25.453 ]sampleid: 000000342186.jpg, result=true
[ AI-Rank-Log  1/31 21:26:26.441 ]sampleid: 000000342295.jpg, result=true
[ AI-Rank-Log  1/31 21:26:27.395 ]sampleid: 000000342367.jpg, result=true
[ AI-Rank-Log  1/31 21:26:28.354 ]sampleid: 000000342397.jpg, result=true
[ AI-Rank-Log  1/31 21:26:29.263 ]sampleid: 000000342971.jpg, result=true
[ AI-Rank-Log  1/31 21:26:30.178 ]sampleid: 000000343076.jpg, result=true
[ AI-Rank-Log  1/31 21:26:31.174 ]sampleid: 000000343149.jpg, result=true
[ AI-Rank-Log  1/31 21:26:32.166 ]sampleid: 000000343218.jpg, result=true
[ AI-Rank-Log  1/31 21:26:33. 97 ]sampleid: 000000343315.jpg, result=true
[ AI-Rank-Log  1/31 21:26:34. 38 ]sampleid: 000000343453.jpg, result=true
[ AI-Rank-Log  1/31 21:26:34.984 ]sampleid: 000000343466.jpg, result=true
[ AI-Rank-Log  1/31 21:26:35.987 ]sampleid: 000000343496.jpg, result=true
[ AI-Rank-Log  1/31 21:26:36.903 ]sampleid: 000000343524.jpg, result=true
[ AI-Rank-Log  1/31 21:26:37.911 ]sampleid: 000000343561.jpg, result=true
[ AI-Rank-Log  1/31 21:26:38.907 ]sampleid: 000000343706.jpg, result=true
[ AI-Rank-Log  1/31 21:26:39.830 ]sampleid: 000000343803.jpg, result=true
[ AI-Rank-Log  1/31 21:26:40.807 ]sampleid: 000000343934.jpg, result=true
[ AI-Rank-Log  1/31 21:26:41.750 ]sampleid: 000000343937.jpg, result=true
[ AI-Rank-Log  1/31 21:26:42.753 ]sampleid: 000000343976.jpg, result=true
[ AI-Rank-Log  1/31 21:26:43.750 ]sampleid: 000000344029.jpg, result=true
[ AI-Rank-Log  1/31 21:26:44.742 ]sampleid: 000000344059.jpg, result=true
[ AI-Rank-Log  1/31 21:26:45.736 ]sampleid: 000000344100.jpg, result=true
[ AI-Rank-Log  1/31 21:26:46.739 ]sampleid: 000000344268.jpg, result=true
[ AI-Rank-Log  1/31 21:26:47.692 ]sampleid: 000000344611.jpg, result=true
[ AI-Rank-Log  1/31 21:26:48.703 ]sampleid: 000000344614.jpg, result=true
[ AI-Rank-Log  1/31 21:26:49.691 ]sampleid: 000000344621.jpg, result=true
[ AI-Rank-Log  1/31 21:26:50.685 ]sampleid: 000000344795.jpg, result=true
[ AI-Rank-Log  1/31 21:26:51.689 ]sampleid: 000000344816.jpg, result=true
[ AI-Rank-Log  1/31 21:26:52.628 ]sampleid: 000000344888.jpg, result=true
[ AI-Rank-Log  1/31 21:26:53.556 ]sampleid: 000000344909.jpg, result=true
[ AI-Rank-Log  1/31 21:26:54.491 ]sampleid: 000000345027.jpg, result=true
[ AI-Rank-Log  1/31 21:26:55.405 ]sampleid: 000000345252.jpg, result=true
[ AI-Rank-Log  1/31 21:26:56.331 ]sampleid: 000000345261.jpg, result=true
[ AI-Rank-Log  1/31 21:26:57.399 ]sampleid: 000000345356.jpg, result=true
[ AI-Rank-Log  1/31 21:26:58.393 ]sampleid: 000000345361.jpg, result=true
[ AI-Rank-Log  1/31 21:26:59.403 ]sampleid: 000000345385.jpg, result=true
[ AI-Rank-Log  1/31 21:27: 0.386 ]sampleid: 000000345397.jpg, result=true
[ AI-Rank-Log  1/31 21:27: 1.377 ]sampleid: 000000345466.jpg, result=true
[ AI-Rank-Log  1/31 21:27: 2.321 ]sampleid: 000000345469.jpg, result=true
[ AI-Rank-Log  1/31 21:27: 3.243 ]sampleid: 000000345941.jpg, result=true
[ AI-Rank-Log  1/31 21:27: 4.251 ]sampleid: 000000346232.jpg, result=true
[ AI-Rank-Log  1/31 21:27: 5.194 ]sampleid: 000000346638.jpg, result=true
[ AI-Rank-Log  1/31 21:27: 6.123 ]sampleid: 000000346703.jpg, result=true
[ AI-Rank-Log  1/31 21:27: 7.129 ]sampleid: 000000346707.jpg, result=true
[ AI-Rank-Log  1/31 21:27: 8.100 ]sampleid: 000000346905.jpg, result=true
[ AI-Rank-Log  1/31 21:27: 9. 62 ]sampleid: 000000346968.jpg, result=true
[ AI-Rank-Log  1/31 21:27:10. 69 ]sampleid: 000000347163.jpg, result=true
[ AI-Rank-Log  1/31 21:27:11. 15 ]sampleid: 000000347174.jpg, result=true
[ AI-Rank-Log  1/31 21:27:12. 17 ]sampleid: 000000347254.jpg, result=true
[ AI-Rank-Log  1/31 21:27:13. 18 ]sampleid: 000000347265.jpg, result=true
[ AI-Rank-Log  1/31 21:27:14. 26 ]sampleid: 000000347335.jpg, result=true
[ AI-Rank-Log  1/31 21:27:15. 28 ]sampleid: 000000347370.jpg, result=true
[ AI-Rank-Log  1/31 21:27:16. 37 ]sampleid: 000000347456.jpg, result=true
[ AI-Rank-Log  1/31 21:27:17. 30 ]sampleid: 000000347544.jpg, result=true
[ AI-Rank-Log  1/31 21:27:18. 37 ]sampleid: 000000347664.jpg, result=true
[ AI-Rank-Log  1/31 21:27:18.993 ]sampleid: 000000347693.jpg, result=true
[ AI-Rank-Log  1/31 21:27:19.933 ]sampleid: 000000347930.jpg, result=true
[ AI-Rank-Log  1/31 21:27:20.937 ]sampleid: 000000348012.jpg, result=true
[ AI-Rank-Log  1/31 21:27:21.948 ]sampleid: 000000348045.jpg, result=true
[ AI-Rank-Log  1/31 21:27:22.991 ]sampleid: 000000348216.jpg, result=true
[ AI-Rank-Log  1/31 21:27:24. 29 ]sampleid: 000000348243.jpg, result=true
[ AI-Rank-Log  1/31 21:27:25. 31 ]sampleid: 000000348481.jpg, result=true
[ AI-Rank-Log  1/31 21:27:25.955 ]sampleid: 000000348488.jpg, result=true
[ AI-Rank-Log  1/31 21:27:26.911 ]sampleid: 000000348708.jpg, result=true
[ AI-Rank-Log  1/31 21:27:27.842 ]sampleid: 000000348881.jpg, result=true
[ AI-Rank-Log  1/31 21:27:28.807 ]sampleid: 000000349152.jpg, result=true
[ AI-Rank-Log  1/31 21:27:29.797 ]sampleid: 000000349184.jpg, result=true
[ AI-Rank-Log  1/31 21:27:30.729 ]sampleid: 000000349302.jpg, result=true
[ AI-Rank-Log  1/31 21:27:31.702 ]sampleid: 000000349480.jpg, result=true
[ AI-Rank-Log  1/31 21:27:32.718 ]sampleid: 000000349594.jpg, result=true
[ AI-Rank-Log  1/31 21:27:33.638 ]sampleid: 000000349678.jpg, result=true
[ AI-Rank-Log  1/31 21:27:34.701 ]sampleid: 000000349837.jpg, result=true
[ AI-Rank-Log  1/31 21:27:35.707 ]sampleid: 000000349860.jpg, result=true
[ AI-Rank-Log  1/31 21:27:36.666 ]sampleid: 000000350002.jpg, result=true
[ AI-Rank-Log  1/31 21:27:37.632 ]sampleid: 000000350003.jpg, result=true
[ AI-Rank-Log  1/31 21:27:38.643 ]sampleid: 000000350019.jpg, result=true
[ AI-Rank-Log  1/31 21:27:39.567 ]sampleid: 000000350023.jpg, result=true
[ AI-Rank-Log  1/31 21:27:40.564 ]sampleid: 000000350054.jpg, result=true
[ AI-Rank-Log  1/31 21:27:41.582 ]sampleid: 000000350122.jpg, result=true
[ AI-Rank-Log  1/31 21:27:42.588 ]sampleid: 000000350148.jpg, result=true
[ AI-Rank-Log  1/31 21:27:43.521 ]sampleid: 000000350388.jpg, result=true
[ AI-Rank-Log  1/31 21:27:44.591 ]sampleid: 000000350405.jpg, result=true
[ AI-Rank-Log  1/31 21:27:45.648 ]sampleid: 000000350488.jpg, result=true
[ AI-Rank-Log  1/31 21:27:46.651 ]sampleid: 000000350607.jpg, result=true
[ AI-Rank-Log  1/31 21:27:47.664 ]sampleid: 000000350679.jpg, result=true
[ AI-Rank-Log  1/31 21:27:48.690 ]sampleid: 000000350833.jpg, result=true
[ AI-Rank-Log  1/31 21:27:49.597 ]sampleid: 000000351096.jpg, result=true
[ AI-Rank-Log  1/31 21:27:50.691 ]sampleid: 000000351331.jpg, result=true
[ AI-Rank-Log  1/31 21:27:51.649 ]sampleid: 000000351362.jpg, result=true
[ AI-Rank-Log  1/31 21:27:52.614 ]sampleid: 000000351530.jpg, result=true
[ AI-Rank-Log  1/31 21:27:53.614 ]sampleid: 000000351559.jpg, result=true
[ AI-Rank-Log  1/31 21:27:54.577 ]sampleid: 000000351589.jpg, result=true
[ AI-Rank-Log  1/31 21:27:55.519 ]sampleid: 000000351609.jpg, result=true
[ AI-Rank-Log  1/31 21:27:56.510 ]sampleid: 000000351810.jpg, result=true
[ AI-Rank-Log  1/31 21:27:57.532 ]sampleid: 000000351823.jpg, result=true
[ AI-Rank-Log  1/31 21:27:58.490 ]sampleid: 000000352491.jpg, result=true
[ AI-Rank-Log  1/31 21:27:59.414 ]sampleid: 000000352582.jpg, result=true
[ AI-Rank-Log  1/31 21:28: 0.382 ]sampleid: 000000352584.jpg, result=true
[ AI-Rank-Log  1/31 21:28: 1.383 ]sampleid: 000000352618.jpg, result=true
[ AI-Rank-Log  1/31 21:28: 2.311 ]sampleid: 000000352684.jpg, result=true
[ AI-Rank-Log  1/31 21:28: 3.251 ]sampleid: 000000352760.jpg, result=true
[ AI-Rank-Log  1/31 21:28: 4.258 ]sampleid: 000000352900.jpg, result=true
[ AI-Rank-Log  1/31 21:28: 5.199 ]sampleid: 000000353027.jpg, result=true
[ AI-Rank-Log  1/31 21:28: 6.280 ]sampleid: 000000353051.jpg, result=true
[ AI-Rank-Log  1/31 21:28: 7.285 ]sampleid: 000000353096.jpg, result=true
[ AI-Rank-Log  1/31 21:28: 8.219 ]sampleid: 000000353180.jpg, result=true
[ AI-Rank-Log  1/31 21:28: 9.242 ]sampleid: 000000353518.jpg, result=true
[ AI-Rank-Log  1/31 21:28:10.157 ]sampleid: 000000353970.jpg, result=true
[ AI-Rank-Log  1/31 21:28:11.159 ]sampleid: 000000354072.jpg, result=true
[ AI-Rank-Log  1/31 21:28:12.139 ]sampleid: 000000354307.jpg, result=true
[ AI-Rank-Log  1/31 21:28:13.170 ]sampleid: 000000354547.jpg, result=true
[ AI-Rank-Log  1/31 21:28:14.197 ]sampleid: 000000354753.jpg, result=true
[ AI-Rank-Log  1/31 21:28:15.193 ]sampleid: 000000354829.jpg, result=true
[ AI-Rank-Log  1/31 21:28:16.166 ]sampleid: 000000355169.jpg, result=true
[ AI-Rank-Log  1/31 21:28:17.103 ]sampleid: 000000355240.jpg, result=true
[ AI-Rank-Log  1/31 21:28:18.135 ]sampleid: 000000355257.jpg, result=true
[ AI-Rank-Log  1/31 21:28:19.102 ]sampleid: 000000355325.jpg, result=true
[ AI-Rank-Log  1/31 21:28:20. 82 ]sampleid: 000000355610.jpg, result=true
[ AI-Rank-Log  1/31 21:28:21.110 ]sampleid: 000000355677.jpg, result=true
[ AI-Rank-Log  1/31 21:28:22.125 ]sampleid: 000000355817.jpg, result=true
[ AI-Rank-Log  1/31 21:28:23.146 ]sampleid: 000000355905.jpg, result=true
[ AI-Rank-Log  1/31 21:28:24.166 ]sampleid: 000000356094.jpg, result=true
[ AI-Rank-Log  1/31 21:28:25.199 ]sampleid: 000000356125.jpg, result=true
[ AI-Rank-Log  1/31 21:28:26.230 ]sampleid: 000000356169.jpg, result=true
[ AI-Rank-Log  1/31 21:28:27.255 ]sampleid: 000000356248.jpg, result=true
[ AI-Rank-Log  1/31 21:28:28.282 ]sampleid: 000000356261.jpg, result=true
[ AI-Rank-Log  1/31 21:28:29.258 ]sampleid: 000000356347.jpg, result=true
[ AI-Rank-Log  1/31 21:28:30.290 ]sampleid: 000000356387.jpg, result=true
[ AI-Rank-Log  1/31 21:28:31.323 ]sampleid: 000000356424.jpg, result=true
[ AI-Rank-Log  1/31 21:28:32.268 ]sampleid: 000000356427.jpg, result=true
[ AI-Rank-Log  1/31 21:28:33.261 ]sampleid: 000000356428.jpg, result=true
[ AI-Rank-Log  1/31 21:28:34.211 ]sampleid: 000000356432.jpg, result=true
[ AI-Rank-Log  1/31 21:28:35.243 ]sampleid: 000000356498.jpg, result=true
[ AI-Rank-Log  1/31 21:28:36.271 ]sampleid: 000000356505.jpg, result=true
[ AI-Rank-Log  1/31 21:28:37.221 ]sampleid: 000000356531.jpg, result=true
[ AI-Rank-Log  1/31 21:28:38.253 ]sampleid: 000000356612.jpg, result=true
[ AI-Rank-Log  1/31 21:28:39.288 ]sampleid: 000000356968.jpg, result=true
[ AI-Rank-Log  1/31 21:28:40.310 ]sampleid: 000000357060.jpg, result=true
[ AI-Rank-Log  1/31 21:28:41.312 ]sampleid: 000000357081.jpg, result=true
[ AI-Rank-Log  1/31 21:28:42.308 ]sampleid: 000000357238.jpg, result=true
[ AI-Rank-Log  1/31 21:28:43.242 ]sampleid: 000000357430.jpg, result=true
[ AI-Rank-Log  1/31 21:28:44.280 ]sampleid: 000000357459.jpg, result=true
[ AI-Rank-Log  1/31 21:28:45.276 ]sampleid: 000000357501.jpg, result=true
[ AI-Rank-Log  1/31 21:28:46.317 ]sampleid: 000000357567.jpg, result=true
[ AI-Rank-Log  1/31 21:28:47.323 ]sampleid: 000000357737.jpg, result=true
[ AI-Rank-Log  1/31 21:28:48.304 ]sampleid: 000000357742.jpg, result=true
[ AI-Rank-Log  1/31 21:28:49.352 ]sampleid: 000000357748.jpg, result=true
[ AI-Rank-Log  1/31 21:28:50.387 ]sampleid: 000000357816.jpg, result=true
[ AI-Rank-Log  1/31 21:28:51.376 ]sampleid: 000000357888.jpg, result=true
[ AI-Rank-Log  1/31 21:28:52.415 ]sampleid: 000000357903.jpg, result=true
[ AI-Rank-Log  1/31 21:28:53.445 ]sampleid: 000000357941.jpg, result=true
[ AI-Rank-Log  1/31 21:28:54.477 ]sampleid: 000000357978.jpg, result=true
[ AI-Rank-Log  1/31 21:28:55.479 ]sampleid: 000000358195.jpg, result=true
[ AI-Rank-Log  1/31 21:28:56.511 ]sampleid: 000000358427.jpg, result=true
[ AI-Rank-Log  1/31 21:28:57.506 ]sampleid: 000000358525.jpg, result=true
[ AI-Rank-Log  1/31 21:28:58.537 ]sampleid: 000000358923.jpg, result=true
[ AI-Rank-Log  1/31 21:28:59.566 ]sampleid: 000000359135.jpg, result=true
[ AI-Rank-Log  1/31 21:29: 0.604 ]sampleid: 000000359219.jpg, result=true
[ AI-Rank-Log  1/31 21:29: 1.568 ]sampleid: 000000359540.jpg, result=true
[ AI-Rank-Log  1/31 21:29: 2.560 ]sampleid: 000000359677.jpg, result=true
[ AI-Rank-Log  1/31 21:29: 3.554 ]sampleid: 000000359781.jpg, result=true
[ AI-Rank-Log  1/31 21:29: 4.602 ]sampleid: 000000359833.jpg, result=true
[ AI-Rank-Log  1/31 21:29: 5.547 ]sampleid: 000000359855.jpg, result=true
[ AI-Rank-Log  1/31 21:29: 6.570 ]sampleid: 000000359937.jpg, result=true
[ AI-Rank-Log  1/31 21:29: 7.537 ]sampleid: 000000360097.jpg, result=true
[ AI-Rank-Log  1/31 21:29: 8.505 ]sampleid: 000000360137.jpg, result=true
[ AI-Rank-Log  1/31 21:29: 9.458 ]sampleid: 000000360325.jpg, result=true
[ AI-Rank-Log  1/31 21:29:10.490 ]sampleid: 000000360393.jpg, result=true
[ AI-Rank-Log  1/31 21:29:11.472 ]sampleid: 000000360564.jpg, result=true
[ AI-Rank-Log  1/31 21:29:12.510 ]sampleid: 000000360661.jpg, result=true
[ AI-Rank-Log  1/31 21:29:13.586 ]sampleid: 000000360943.jpg, result=true
[ AI-Rank-Log  1/31 21:29:14.624 ]sampleid: 000000360951.jpg, result=true
[ AI-Rank-Log  1/31 21:29:15.670 ]sampleid: 000000360960.jpg, result=true
[ AI-Rank-Log  1/31 21:29:16.718 ]sampleid: 000000361103.jpg, result=true
[ AI-Rank-Log  1/31 21:29:17.785 ]sampleid: 000000361142.jpg, result=true
[ AI-Rank-Log  1/31 21:29:18.828 ]sampleid: 000000361147.jpg, result=true
[ AI-Rank-Log  1/31 21:29:19.927 ]sampleid: 000000361180.jpg, result=true
[ AI-Rank-Log  1/31 21:29:20.923 ]sampleid: 000000361238.jpg, result=true
[ AI-Rank-Log  1/31 21:29:22. 32 ]sampleid: 000000361268.jpg, result=true
[ AI-Rank-Log  1/31 21:29:23. 75 ]sampleid: 000000361506.jpg, result=true
[ AI-Rank-Log  1/31 21:29:24. 92 ]sampleid: 000000361551.jpg, result=true
[ AI-Rank-Log  1/31 21:29:25. 31 ]sampleid: 000000361571.jpg, result=true
[ AI-Rank-Log  1/31 21:29:26. 23 ]sampleid: 000000361586.jpg, result=true
[ AI-Rank-Log  1/31 21:29:27.  5 ]sampleid: 000000361621.jpg, result=true
[ AI-Rank-Log  1/31 21:29:28. 41 ]sampleid: 000000361730.jpg, result=true
[ AI-Rank-Log  1/31 21:29:29. 12 ]sampleid: 000000361919.jpg, result=true
[ AI-Rank-Log  1/31 21:29:30.  1 ]sampleid: 000000362434.jpg, result=true
[ AI-Rank-Log  1/31 21:29:31. 51 ]sampleid: 000000362520.jpg, result=true
[ AI-Rank-Log  1/31 21:29:32.  5 ]sampleid: 000000362682.jpg, result=true
[ AI-Rank-Log  1/31 21:29:33. 46 ]sampleid: 000000362716.jpg, result=true
[ AI-Rank-Log  1/31 21:29:34. 81 ]sampleid: 000000363072.jpg, result=true
[ AI-Rank-Log  1/31 21:29:35. 85 ]sampleid: 000000363188.jpg, result=true
[ AI-Rank-Log  1/31 21:29:36.134 ]sampleid: 000000363207.jpg, result=true
[ AI-Rank-Log  1/31 21:29:37.149 ]sampleid: 000000363461.jpg, result=true
[ AI-Rank-Log  1/31 21:29:38.150 ]sampleid: 000000363666.jpg, result=true
[ AI-Rank-Log  1/31 21:29:39.145 ]sampleid: 000000363784.jpg, result=true
[ AI-Rank-Log  1/31 21:29:40.173 ]sampleid: 000000363840.jpg, result=true
[ AI-Rank-Log  1/31 21:29:41.217 ]sampleid: 000000363875.jpg, result=true
[ AI-Rank-Log  1/31 21:29:42.165 ]sampleid: 000000364102.jpg, result=true
[ AI-Rank-Log  1/31 21:29:43.222 ]sampleid: 000000364126.jpg, result=true
[ AI-Rank-Log  1/31 21:29:44.281 ]sampleid: 000000364166.jpg, result=true
[ AI-Rank-Log  1/31 21:29:45.311 ]sampleid: 000000364297.jpg, result=true
[ AI-Rank-Log  1/31 21:29:46.376 ]sampleid: 000000364322.jpg, result=true
[ AI-Rank-Log  1/31 21:29:47.415 ]sampleid: 000000364557.jpg, result=true
[ AI-Rank-Log  1/31 21:29:48.460 ]sampleid: 000000364587.jpg, result=true
[ AI-Rank-Log  1/31 21:29:49.447 ]sampleid: 000000364636.jpg, result=true
[ AI-Rank-Log  1/31 21:29:50.405 ]sampleid: 000000364884.jpg, result=true
[ AI-Rank-Log  1/31 21:29:51.374 ]sampleid: 000000365095.jpg, result=true
[ AI-Rank-Log  1/31 21:29:52.362 ]sampleid: 000000365098.jpg, result=true
[ AI-Rank-Log  1/31 21:29:53.428 ]sampleid: 000000365207.jpg, result=true
[ AI-Rank-Log  1/31 21:29:54.475 ]sampleid: 000000365208.jpg, result=true
[ AI-Rank-Log  1/31 21:29:55.434 ]sampleid: 000000365385.jpg, result=true
[ AI-Rank-Log  1/31 21:29:56.494 ]sampleid: 000000365387.jpg, result=true
[ AI-Rank-Log  1/31 21:29:57.566 ]sampleid: 000000365521.jpg, result=true
[ AI-Rank-Log  1/31 21:29:58.562 ]sampleid: 000000365642.jpg, result=true
[ AI-Rank-Log  1/31 21:29:59.583 ]sampleid: 000000365655.jpg, result=true
[ AI-Rank-Log  1/31 21:30: 0.654 ]sampleid: 000000365745.jpg, result=true
[ AI-Rank-Log  1/31 21:30: 1.668 ]sampleid: 000000365766.jpg, result=true
[ AI-Rank-Log  1/31 21:30: 2.658 ]sampleid: 000000365886.jpg, result=true
[ AI-Rank-Log  1/31 21:30: 3.656 ]sampleid: 000000366141.jpg, result=true
[ AI-Rank-Log  1/31 21:30: 4.734 ]sampleid: 000000366178.jpg, result=true
[ AI-Rank-Log  1/31 21:30: 5.763 ]sampleid: 000000366199.jpg, result=true
[ AI-Rank-Log  1/31 21:30: 6.756 ]sampleid: 000000366225.jpg, result=true
[ AI-Rank-Log  1/31 21:30: 7.823 ]sampleid: 000000366611.jpg, result=true
[ AI-Rank-Log  1/31 21:30: 8.827 ]sampleid: 000000366711.jpg, result=true
[ AI-Rank-Log  1/31 21:30: 9.887 ]sampleid: 000000366884.jpg, result=true
[ AI-Rank-Log  1/31 21:30:10.940 ]sampleid: 000000367082.jpg, result=true
[ AI-Rank-Log  1/31 21:30:12. 18 ]sampleid: 000000367095.jpg, result=true
[ AI-Rank-Log  1/31 21:30:13. 77 ]sampleid: 000000367195.jpg, result=true
[ AI-Rank-Log  1/31 21:30:14.109 ]sampleid: 000000367228.jpg, result=true
[ AI-Rank-Log  1/31 21:30:15.131 ]sampleid: 000000367386.jpg, result=true
[ AI-Rank-Log  1/31 21:30:16.139 ]sampleid: 000000367569.jpg, result=true
[ AI-Rank-Log  1/31 21:30:17.244 ]sampleid: 000000367680.jpg, result=true
[ AI-Rank-Log  1/31 21:30:18.249 ]sampleid: 000000367818.jpg, result=true
[ AI-Rank-Log  1/31 21:30:19.253 ]sampleid: 000000368038.jpg, result=true
[ AI-Rank-Log  1/31 21:30:20.313 ]sampleid: 000000368212.jpg, result=true
[ AI-Rank-Log  1/31 21:30:21.284 ]sampleid: 000000368294.jpg, result=true
[ AI-Rank-Log  1/31 21:30:22.346 ]sampleid: 000000368335.jpg, result=true
[ AI-Rank-Log  1/31 21:30:23.403 ]sampleid: 000000368456.jpg, result=true
[ AI-Rank-Log  1/31 21:30:24.432 ]sampleid: 000000368684.jpg, result=true
[ AI-Rank-Log  1/31 21:30:25.495 ]sampleid: 000000368752.jpg, result=true
[ AI-Rank-Log  1/31 21:30:26.539 ]sampleid: 000000368900.jpg, result=true
[ AI-Rank-Log  1/31 21:30:27.595 ]sampleid: 000000368940.jpg, result=true
[ AI-Rank-Log  1/31 21:30:28.659 ]sampleid: 000000368961.jpg, result=true
[ AI-Rank-Log  1/31 21:30:29.708 ]sampleid: 000000368982.jpg, result=true
[ AI-Rank-Log  1/31 21:30:30.729 ]sampleid: 000000369037.jpg, result=true
[ AI-Rank-Log  1/31 21:30:31.709 ]sampleid: 000000369081.jpg, result=true
[ AI-Rank-Log  1/31 21:30:32.844 ]sampleid: 000000369310.jpg, result=true
[ AI-Rank-Log  1/31 21:30:33.813 ]sampleid: 000000369323.jpg, result=true
[ AI-Rank-Log  1/31 21:30:34.879 ]sampleid: 000000369370.jpg, result=true
[ AI-Rank-Log  1/31 21:30:35.917 ]sampleid: 000000369442.jpg, result=true
[ AI-Rank-Log  1/31 21:30:36.941 ]sampleid: 000000369503.jpg, result=true
[ AI-Rank-Log  1/31 21:30:37.961 ]sampleid: 000000369541.jpg, result=true
[ AI-Rank-Log  1/31 21:30:38.980 ]sampleid: 000000369675.jpg, result=true
[ AI-Rank-Log  1/31 21:30:39.980 ]sampleid: 000000369751.jpg, result=true
[ AI-Rank-Log  1/31 21:30:41. 53 ]sampleid: 000000369757.jpg, result=true
[ AI-Rank-Log  1/31 21:30:42.121 ]sampleid: 000000369771.jpg, result=true
[ AI-Rank-Log  1/31 21:30:43.157 ]sampleid: 000000369812.jpg, result=true
[ AI-Rank-Log  1/31 21:30:44.201 ]sampleid: 000000370042.jpg, result=true
[ AI-Rank-Log  1/31 21:30:45.267 ]sampleid: 000000370208.jpg, result=true
[ AI-Rank-Log  1/31 21:30:46.244 ]sampleid: 000000370270.jpg, result=true
[ AI-Rank-Log  1/31 21:30:47.317 ]sampleid: 000000370375.jpg, result=true
[ AI-Rank-Log  1/31 21:30:48.384 ]sampleid: 000000370478.jpg, result=true
[ AI-Rank-Log  1/31 21:30:49.409 ]sampleid: 000000370486.jpg, result=true
[ AI-Rank-Log  1/31 21:30:50.423 ]sampleid: 000000370677.jpg, result=true
[ AI-Rank-Log  1/31 21:30:51.486 ]sampleid: 000000370711.jpg, result=true
