[ AI-Rank-Log  1/31 19:43:10.418 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  1/31 20: 8:34.135 ]sampleid: 000000314294.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:35. 84 ]sampleid: 000000314541.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:36. 32 ]sampleid: 000000314709.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:36.993 ]sampleid: 000000314914.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:37.945 ]sampleid: 000000315001.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:38.897 ]sampleid: 000000315187.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:39.834 ]sampleid: 000000315219.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:40.788 ]sampleid: 000000315257.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:41.736 ]sampleid: 000000315450.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:42.685 ]sampleid: 000000315492.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:43.632 ]sampleid: 000000316015.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:44.577 ]sampleid: 000000316054.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:45.529 ]sampleid: 000000316404.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:46.475 ]sampleid: 000000316666.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:47.436 ]sampleid: 000000317024.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:48.395 ]sampleid: 000000317433.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:49.346 ]sampleid: 000000317999.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:50.299 ]sampleid: 000000318080.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:51.249 ]sampleid: 000000318114.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:52.204 ]sampleid: 000000318138.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:53.149 ]sampleid: 000000318238.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:54. 98 ]sampleid: 000000318455.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:55. 47 ]sampleid: 000000318908.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:55.997 ]sampleid: 000000319100.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:56.939 ]sampleid: 000000319184.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:57.891 ]sampleid: 000000319369.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:58.851 ]sampleid: 000000319534.jpg, result=true
[ AI-Rank-Log  1/31 20: 8:59.808 ]sampleid: 000000319607.jpg, result=true
[ AI-Rank-Log  1/31 20: 9: 0.748 ]sampleid: 000000319617.jpg, result=true
[ AI-Rank-Log  1/31 20: 9: 1.698 ]sampleid: 000000319696.jpg, result=true
[ AI-Rank-Log  1/31 20: 9: 2.646 ]sampleid: 000000319721.jpg, result=true
[ AI-Rank-Log  1/31 20: 9: 3.593 ]sampleid: 000000319935.jpg, result=true
[ AI-Rank-Log  1/31 20: 9: 4.543 ]sampleid: 000000320232.jpg, result=true
[ AI-Rank-Log  1/31 20: 9: 5.498 ]sampleid: 000000320425.jpg, result=true
[ AI-Rank-Log  1/31 20: 9: 6.453 ]sampleid: 000000320490.jpg, result=true
[ AI-Rank-Log  1/31 20: 9: 7.400 ]sampleid: 000000320554.jpg, result=true
[ AI-Rank-Log  1/31 20: 9: 8.358 ]sampleid: 000000320632.jpg, result=true
[ AI-Rank-Log  1/31 20: 9: 9.315 ]sampleid: 000000320642.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:10.272 ]sampleid: 000000320664.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:11.229 ]sampleid: 000000320696.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:12.192 ]sampleid: 000000320706.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:13.152 ]sampleid: 000000320743.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:14.109 ]sampleid: 000000321118.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:15. 67 ]sampleid: 000000321214.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:16. 28 ]sampleid: 000000321333.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:16.992 ]sampleid: 000000321557.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:17.953 ]sampleid: 000000321790.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:18.907 ]sampleid: 000000321887.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:19.872 ]sampleid: 000000322163.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:20.847 ]sampleid: 000000322211.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:21.809 ]sampleid: 000000322352.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:22.781 ]sampleid: 000000322429.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:23.742 ]sampleid: 000000322574.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:24.706 ]sampleid: 000000322610.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:25.670 ]sampleid: 000000322724.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:26.639 ]sampleid: 000000322829.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:27.608 ]sampleid: 000000322844.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:28.566 ]sampleid: 000000322864.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:29.523 ]sampleid: 000000322895.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:30.487 ]sampleid: 000000322944.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:31.454 ]sampleid: 000000322959.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:32.421 ]sampleid: 000000322968.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:33.385 ]sampleid: 000000323151.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:34.350 ]sampleid: 000000323202.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:35.318 ]sampleid: 000000323263.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:36.284 ]sampleid: 000000323355.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:37.246 ]sampleid: 000000323496.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:38.211 ]sampleid: 000000323571.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:39.178 ]sampleid: 000000323709.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:40.153 ]sampleid: 000000323751.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:41.118 ]sampleid: 000000323799.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:42. 81 ]sampleid: 000000323828.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:43. 42 ]sampleid: 000000323895.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:44. 14 ]sampleid: 000000324158.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:44.977 ]sampleid: 000000324258.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:45.952 ]sampleid: 000000324614.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:46.907 ]sampleid: 000000324715.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:47.882 ]sampleid: 000000324818.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:48.854 ]sampleid: 000000324927.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:49.842 ]sampleid: 000000325031.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:50.805 ]sampleid: 000000325114.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:51.781 ]sampleid: 000000325306.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:52.753 ]sampleid: 000000325347.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:53.726 ]sampleid: 000000325483.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:54.705 ]sampleid: 000000325527.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:55.678 ]sampleid: 000000325838.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:56.655 ]sampleid: 000000325991.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:57.626 ]sampleid: 000000326082.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:58.594 ]sampleid: 000000326128.jpg, result=true
[ AI-Rank-Log  1/31 20: 9:59.558 ]sampleid: 000000326174.jpg, result=true
[ AI-Rank-Log  1/31 20:10: 0.538 ]sampleid: 000000326248.jpg, result=true
[ AI-Rank-Log  1/31 20:10: 1.507 ]sampleid: 000000326462.jpg, result=true
[ AI-Rank-Log  1/31 20:10: 2.479 ]sampleid: 000000326541.jpg, result=true
[ AI-Rank-Log  1/31 20:10: 3.454 ]sampleid: 000000326542.jpg, result=true
[ AI-Rank-Log  1/31 20:10: 4.416 ]sampleid: 000000326627.jpg, result=true
[ AI-Rank-Log  1/31 20:10: 5.395 ]sampleid: 000000326970.jpg, result=true
[ AI-Rank-Log  1/31 20:10: 6.376 ]sampleid: 000000327306.jpg, result=true
[ AI-Rank-Log  1/31 20:10: 7.345 ]sampleid: 000000327592.jpg, result=true
[ AI-Rank-Log  1/31 20:10: 8.319 ]sampleid: 000000327601.jpg, result=true
[ AI-Rank-Log  1/31 20:10: 9.285 ]sampleid: 000000327605.jpg, result=true
[ AI-Rank-Log  1/31 20:10:10.262 ]sampleid: 000000327617.jpg, result=true
[ AI-Rank-Log  1/31 20:10:11.241 ]sampleid: 000000327701.jpg, result=true
[ AI-Rank-Log  1/31 20:10:12.209 ]sampleid: 000000327769.jpg, result=true
[ AI-Rank-Log  1/31 20:10:13.187 ]sampleid: 000000327780.jpg, result=true
[ AI-Rank-Log  1/31 20:10:14.166 ]sampleid: 000000327890.jpg, result=true
[ AI-Rank-Log  1/31 20:10:15.142 ]sampleid: 000000328030.jpg, result=true
[ AI-Rank-Log  1/31 20:10:16.120 ]sampleid: 000000328117.jpg, result=true
[ AI-Rank-Log  1/31 20:10:17. 99 ]sampleid: 000000328238.jpg, result=true
[ AI-Rank-Log  1/31 20:10:18. 76 ]sampleid: 000000328286.jpg, result=true
[ AI-Rank-Log  1/31 20:10:19. 48 ]sampleid: 000000328337.jpg, result=true
[ AI-Rank-Log  1/31 20:10:20. 29 ]sampleid: 000000328430.jpg, result=true
[ AI-Rank-Log  1/31 20:10:21. 13 ]sampleid: 000000328601.jpg, result=true
[ AI-Rank-Log  1/31 20:10:21.997 ]sampleid: 000000328683.jpg, result=true
[ AI-Rank-Log  1/31 20:10:22.965 ]sampleid: 000000328959.jpg, result=true
[ AI-Rank-Log  1/31 20:10:23.948 ]sampleid: 000000329041.jpg, result=true
[ AI-Rank-Log  1/31 20:10:24.930 ]sampleid: 000000329080.jpg, result=true
[ AI-Rank-Log  1/31 20:10:25.910 ]sampleid: 000000329219.jpg, result=true
[ AI-Rank-Log  1/31 20:10:26.894 ]sampleid: 000000329319.jpg, result=true
[ AI-Rank-Log  1/31 20:10:27.871 ]sampleid: 000000329323.jpg, result=true
[ AI-Rank-Log  1/31 20:10:28.853 ]sampleid: 000000329447.jpg, result=true
[ AI-Rank-Log  1/31 20:10:29.837 ]sampleid: 000000329455.jpg, result=true
[ AI-Rank-Log  1/31 20:10:30.814 ]sampleid: 000000329456.jpg, result=true
[ AI-Rank-Log  1/31 20:10:31.803 ]sampleid: 000000329542.jpg, result=true
[ AI-Rank-Log  1/31 20:10:32.779 ]sampleid: 000000329614.jpg, result=true
[ AI-Rank-Log  1/31 20:10:33.768 ]sampleid: 000000329827.jpg, result=true
[ AI-Rank-Log  1/31 20:10:34.760 ]sampleid: 000000330369.jpg, result=true
[ AI-Rank-Log  1/31 20:10:35.752 ]sampleid: 000000330396.jpg, result=true
[ AI-Rank-Log  1/31 20:10:36.740 ]sampleid: 000000330554.jpg, result=true
[ AI-Rank-Log  1/31 20:10:37.727 ]sampleid: 000000330790.jpg, result=true
[ AI-Rank-Log  1/31 20:10:38.743 ]sampleid: 000000330818.jpg, result=true
[ AI-Rank-Log  1/31 20:10:39.737 ]sampleid: 000000331075.jpg, result=true
[ AI-Rank-Log  1/31 20:10:40.726 ]sampleid: 000000331280.jpg, result=true
[ AI-Rank-Log  1/31 20:10:41.725 ]sampleid: 000000331317.jpg, result=true
[ AI-Rank-Log  1/31 20:10:42.710 ]sampleid: 000000331352.jpg, result=true
[ AI-Rank-Log  1/31 20:10:43.708 ]sampleid: 000000331569.jpg, result=true
[ AI-Rank-Log  1/31 20:10:44.701 ]sampleid: 000000331604.jpg, result=true
[ AI-Rank-Log  1/31 20:10:45.690 ]sampleid: 000000331799.jpg, result=true
[ AI-Rank-Log  1/31 20:10:46.680 ]sampleid: 000000331817.jpg, result=true
[ AI-Rank-Log  1/31 20:10:47.684 ]sampleid: 000000332318.jpg, result=true
[ AI-Rank-Log  1/31 20:10:48.676 ]sampleid: 000000332351.jpg, result=true
[ AI-Rank-Log  1/31 20:10:49.671 ]sampleid: 000000332455.jpg, result=true
[ AI-Rank-Log  1/31 20:10:50.660 ]sampleid: 000000332570.jpg, result=true
[ AI-Rank-Log  1/31 20:10:51.653 ]sampleid: 000000332845.jpg, result=true
[ AI-Rank-Log  1/31 20:10:52.652 ]sampleid: 000000332901.jpg, result=true
[ AI-Rank-Log  1/31 20:10:53.649 ]sampleid: 000000333069.jpg, result=true
[ AI-Rank-Log  1/31 20:10:54.642 ]sampleid: 000000333237.jpg, result=true
[ AI-Rank-Log  1/31 20:10:55.637 ]sampleid: 000000333402.jpg, result=true
[ AI-Rank-Log  1/31 20:10:56.634 ]sampleid: 000000333697.jpg, result=true
[ AI-Rank-Log  1/31 20:10:57.629 ]sampleid: 000000333745.jpg, result=true
[ AI-Rank-Log  1/31 20:10:58.621 ]sampleid: 000000333772.jpg, result=true
[ AI-Rank-Log  1/31 20:10:59.610 ]sampleid: 000000333956.jpg, result=true
[ AI-Rank-Log  1/31 20:11: 0.615 ]sampleid: 000000334006.jpg, result=true
[ AI-Rank-Log  1/31 20:11: 1.616 ]sampleid: 000000334309.jpg, result=true
[ AI-Rank-Log  1/31 20:11: 2.617 ]sampleid: 000000334371.jpg, result=true
[ AI-Rank-Log  1/31 20:11: 3.611 ]sampleid: 000000334399.jpg, result=true
[ AI-Rank-Log  1/31 20:11: 4.604 ]sampleid: 000000334417.jpg, result=true
[ AI-Rank-Log  1/31 20:11: 5.612 ]sampleid: 000000334483.jpg, result=true
[ AI-Rank-Log  1/31 20:11: 6.612 ]sampleid: 000000334521.jpg, result=true
[ AI-Rank-Log  1/31 20:11: 7.608 ]sampleid: 000000334530.jpg, result=true
[ AI-Rank-Log  1/31 20:11: 8.608 ]sampleid: 000000334555.jpg, result=true
[ AI-Rank-Log  1/31 20:11: 9.613 ]sampleid: 000000334719.jpg, result=true
[ AI-Rank-Log  1/31 20:11:10.610 ]sampleid: 000000334767.jpg, result=true
[ AI-Rank-Log  1/31 20:11:11.605 ]sampleid: 000000334977.jpg, result=true
[ AI-Rank-Log  1/31 20:11:12.600 ]sampleid: 000000335081.jpg, result=true
[ AI-Rank-Log  1/31 20:11:13.603 ]sampleid: 000000335177.jpg, result=true
[ AI-Rank-Log  1/31 20:11:14.612 ]sampleid: 000000335328.jpg, result=true
[ AI-Rank-Log  1/31 20:11:15.610 ]sampleid: 000000335427.jpg, result=true
[ AI-Rank-Log  1/31 20:11:16.618 ]sampleid: 000000335450.jpg, result=true
[ AI-Rank-Log  1/31 20:11:17.614 ]sampleid: 000000335529.jpg, result=true
[ AI-Rank-Log  1/31 20:11:18.611 ]sampleid: 000000335658.jpg, result=true
[ AI-Rank-Log  1/31 20:11:19.619 ]sampleid: 000000335800.jpg, result=true
[ AI-Rank-Log  1/31 20:11:20.622 ]sampleid: 000000335954.jpg, result=true
[ AI-Rank-Log  1/31 20:11:21.626 ]sampleid: 000000336053.jpg, result=true
[ AI-Rank-Log  1/31 20:11:22.632 ]sampleid: 000000336209.jpg, result=true
[ AI-Rank-Log  1/31 20:11:23.634 ]sampleid: 000000336232.jpg, result=true
[ AI-Rank-Log  1/31 20:11:24.639 ]sampleid: 000000336265.jpg, result=true
[ AI-Rank-Log  1/31 20:11:25.637 ]sampleid: 000000336309.jpg, result=true
[ AI-Rank-Log  1/31 20:11:26.641 ]sampleid: 000000336356.jpg, result=true
[ AI-Rank-Log  1/31 20:11:27.649 ]sampleid: 000000336587.jpg, result=true
[ AI-Rank-Log  1/31 20:11:28.654 ]sampleid: 000000336628.jpg, result=true
[ AI-Rank-Log  1/31 20:11:29.661 ]sampleid: 000000336658.jpg, result=true
[ AI-Rank-Log  1/31 20:11:30.666 ]sampleid: 000000337055.jpg, result=true
[ AI-Rank-Log  1/31 20:11:31.677 ]sampleid: 000000337498.jpg, result=true
[ AI-Rank-Log  1/31 20:11:32.691 ]sampleid: 000000337987.jpg, result=true
[ AI-Rank-Log  1/31 20:11:33.711 ]sampleid: 000000338191.jpg, result=true
[ AI-Rank-Log  1/31 20:11:34.724 ]sampleid: 000000338219.jpg, result=true
[ AI-Rank-Log  1/31 20:11:35.725 ]sampleid: 000000338304.jpg, result=true
[ AI-Rank-Log  1/31 20:11:36.733 ]sampleid: 000000338325.jpg, result=true
[ AI-Rank-Log  1/31 20:11:37.739 ]sampleid: 000000338428.jpg, result=true
[ AI-Rank-Log  1/31 20:11:38.752 ]sampleid: 000000338532.jpg, result=true
[ AI-Rank-Log  1/31 20:11:39.771 ]sampleid: 000000338560.jpg, result=true
[ AI-Rank-Log  1/31 20:11:40.769 ]sampleid: 000000338624.jpg, result=true
[ AI-Rank-Log  1/31 20:11:41.788 ]sampleid: 000000338625.jpg, result=true
[ AI-Rank-Log  1/31 20:11:42.807 ]sampleid: 000000338718.jpg, result=true
[ AI-Rank-Log  1/31 20:11:43.822 ]sampleid: 000000338901.jpg, result=true
[ AI-Rank-Log  1/31 20:11:44.831 ]sampleid: 000000338905.jpg, result=true
[ AI-Rank-Log  1/31 20:11:45.851 ]sampleid: 000000338986.jpg, result=true
[ AI-Rank-Log  1/31 20:11:46.871 ]sampleid: 000000339442.jpg, result=true
[ AI-Rank-Log  1/31 20:11:47.891 ]sampleid: 000000339823.jpg, result=true
[ AI-Rank-Log  1/31 20:11:48.912 ]sampleid: 000000339870.jpg, result=true
[ AI-Rank-Log  1/31 20:11:49.935 ]sampleid: 000000340015.jpg, result=true
[ AI-Rank-Log  1/31 20:11:50.955 ]sampleid: 000000340175.jpg, result=true
[ AI-Rank-Log  1/31 20:11:51.974 ]sampleid: 000000340272.jpg, result=true
[ AI-Rank-Log  1/31 20:11:52.987 ]sampleid: 000000340451.jpg, result=true
[ AI-Rank-Log  1/31 20:11:53.992 ]sampleid: 000000340697.jpg, result=true
[ AI-Rank-Log  1/31 20:11:55.  8 ]sampleid: 000000340894.jpg, result=true
[ AI-Rank-Log  1/31 20:11:56. 17 ]sampleid: 000000340930.jpg, result=true
[ AI-Rank-Log  1/31 20:11:57. 36 ]sampleid: 000000341058.jpg, result=true
[ AI-Rank-Log  1/31 20:11:58. 61 ]sampleid: 000000341094.jpg, result=true
[ AI-Rank-Log  1/31 20:11:59. 77 ]sampleid: 000000341196.jpg, result=true
[ AI-Rank-Log  1/31 20:12: 0. 97 ]sampleid: 000000341469.jpg, result=true
[ AI-Rank-Log  1/31 20:12: 1.104 ]sampleid: 000000341681.jpg, result=true
[ AI-Rank-Log  1/31 20:12: 2.123 ]sampleid: 000000341719.jpg, result=true
[ AI-Rank-Log  1/31 20:12: 3.143 ]sampleid: 000000341828.jpg, result=true
[ AI-Rank-Log  1/31 20:12: 4.158 ]sampleid: 000000341921.jpg, result=true
[ AI-Rank-Log  1/31 20:12: 5.174 ]sampleid: 000000341973.jpg, result=true
[ AI-Rank-Log  1/31 20:12: 6.194 ]sampleid: 000000342006.jpg, result=true
[ AI-Rank-Log  1/31 20:12: 7.212 ]sampleid: 000000342128.jpg, result=true
[ AI-Rank-Log  1/31 20:12: 8.229 ]sampleid: 000000342186.jpg, result=true
[ AI-Rank-Log  1/31 20:12: 9.238 ]sampleid: 000000342295.jpg, result=true
[ AI-Rank-Log  1/31 20:12:10.246 ]sampleid: 000000342367.jpg, result=true
[ AI-Rank-Log  1/31 20:12:11.264 ]sampleid: 000000342397.jpg, result=true
[ AI-Rank-Log  1/31 20:12:12.284 ]sampleid: 000000342971.jpg, result=true
[ AI-Rank-Log  1/31 20:12:13.301 ]sampleid: 000000343076.jpg, result=true
[ AI-Rank-Log  1/31 20:12:14.322 ]sampleid: 000000343149.jpg, result=true
[ AI-Rank-Log  1/31 20:12:15.341 ]sampleid: 000000343218.jpg, result=true
[ AI-Rank-Log  1/31 20:12:16.365 ]sampleid: 000000343315.jpg, result=true
[ AI-Rank-Log  1/31 20:12:17.389 ]sampleid: 000000343453.jpg, result=true
[ AI-Rank-Log  1/31 20:12:18.395 ]sampleid: 000000343466.jpg, result=true
[ AI-Rank-Log  1/31 20:12:19.412 ]sampleid: 000000343496.jpg, result=true
[ AI-Rank-Log  1/31 20:12:20.437 ]sampleid: 000000343524.jpg, result=true
[ AI-Rank-Log  1/31 20:12:21.461 ]sampleid: 000000343561.jpg, result=true
[ AI-Rank-Log  1/31 20:12:22.499 ]sampleid: 000000343706.jpg, result=true
[ AI-Rank-Log  1/31 20:12:23.527 ]sampleid: 000000343803.jpg, result=true
[ AI-Rank-Log  1/31 20:12:24.553 ]sampleid: 000000343934.jpg, result=true
[ AI-Rank-Log  1/31 20:12:25.579 ]sampleid: 000000343937.jpg, result=true
[ AI-Rank-Log  1/31 20:12:26.608 ]sampleid: 000000343976.jpg, result=true
[ AI-Rank-Log  1/31 20:12:27.632 ]sampleid: 000000344029.jpg, result=true
[ AI-Rank-Log  1/31 20:12:28.662 ]sampleid: 000000344059.jpg, result=true
[ AI-Rank-Log  1/31 20:12:29.692 ]sampleid: 000000344100.jpg, result=true
[ AI-Rank-Log  1/31 20:12:30.720 ]sampleid: 000000344268.jpg, result=true
[ AI-Rank-Log  1/31 20:12:31.751 ]sampleid: 000000344611.jpg, result=true
[ AI-Rank-Log  1/31 20:12:32.777 ]sampleid: 000000344614.jpg, result=true
[ AI-Rank-Log  1/31 20:12:33.802 ]sampleid: 000000344621.jpg, result=true
[ AI-Rank-Log  1/31 20:12:34.821 ]sampleid: 000000344795.jpg, result=true
[ AI-Rank-Log  1/31 20:12:35.861 ]sampleid: 000000344816.jpg, result=true
[ AI-Rank-Log  1/31 20:12:36.898 ]sampleid: 000000344888.jpg, result=true
[ AI-Rank-Log  1/31 20:12:37.926 ]sampleid: 000000344909.jpg, result=true
[ AI-Rank-Log  1/31 20:12:38.963 ]sampleid: 000000345027.jpg, result=true
[ AI-Rank-Log  1/31 20:12:39.981 ]sampleid: 000000345252.jpg, result=true
[ AI-Rank-Log  1/31 20:12:41.  7 ]sampleid: 000000345261.jpg, result=true
[ AI-Rank-Log  1/31 20:12:42. 31 ]sampleid: 000000345356.jpg, result=true
[ AI-Rank-Log  1/31 20:12:43. 60 ]sampleid: 000000345361.jpg, result=true
[ AI-Rank-Log  1/31 20:12:44. 92 ]sampleid: 000000345385.jpg, result=true
[ AI-Rank-Log  1/31 20:12:45.114 ]sampleid: 000000345397.jpg, result=true
[ AI-Rank-Log  1/31 20:12:46.139 ]sampleid: 000000345466.jpg, result=true
[ AI-Rank-Log  1/31 20:12:47.162 ]sampleid: 000000345469.jpg, result=true
[ AI-Rank-Log  1/31 20:12:48.199 ]sampleid: 000000345941.jpg, result=true
[ AI-Rank-Log  1/31 20:12:49.230 ]sampleid: 000000346232.jpg, result=true
[ AI-Rank-Log  1/31 20:12:50.252 ]sampleid: 000000346638.jpg, result=true
[ AI-Rank-Log  1/31 20:12:51.280 ]sampleid: 000000346703.jpg, result=true
[ AI-Rank-Log  1/31 20:12:52.300 ]sampleid: 000000346707.jpg, result=true
[ AI-Rank-Log  1/31 20:12:53.335 ]sampleid: 000000346905.jpg, result=true
[ AI-Rank-Log  1/31 20:12:54.367 ]sampleid: 000000346968.jpg, result=true
[ AI-Rank-Log  1/31 20:12:55.394 ]sampleid: 000000347163.jpg, result=true
[ AI-Rank-Log  1/31 20:12:56.422 ]sampleid: 000000347174.jpg, result=true
[ AI-Rank-Log  1/31 20:12:57.440 ]sampleid: 000000347254.jpg, result=true
[ AI-Rank-Log  1/31 20:12:58.482 ]sampleid: 000000347265.jpg, result=true
[ AI-Rank-Log  1/31 20:12:59.507 ]sampleid: 000000347335.jpg, result=true
[ AI-Rank-Log  1/31 20:13: 0.535 ]sampleid: 000000347370.jpg, result=true
[ AI-Rank-Log  1/31 20:13: 1.565 ]sampleid: 000000347456.jpg, result=true
[ AI-Rank-Log  1/31 20:13: 2.592 ]sampleid: 000000347544.jpg, result=true
[ AI-Rank-Log  1/31 20:13: 3.624 ]sampleid: 000000347664.jpg, result=true
[ AI-Rank-Log  1/31 20:13: 4.653 ]sampleid: 000000347693.jpg, result=true
[ AI-Rank-Log  1/31 20:13: 5.687 ]sampleid: 000000347930.jpg, result=true
[ AI-Rank-Log  1/31 20:13: 6.711 ]sampleid: 000000348012.jpg, result=true
[ AI-Rank-Log  1/31 20:13: 7.746 ]sampleid: 000000348045.jpg, result=true
[ AI-Rank-Log  1/31 20:13: 8.775 ]sampleid: 000000348216.jpg, result=true
[ AI-Rank-Log  1/31 20:13: 9.805 ]sampleid: 000000348243.jpg, result=true
[ AI-Rank-Log  1/31 20:13:10.830 ]sampleid: 000000348481.jpg, result=true
[ AI-Rank-Log  1/31 20:13:11.863 ]sampleid: 000000348488.jpg, result=true
[ AI-Rank-Log  1/31 20:13:12.891 ]sampleid: 000000348708.jpg, result=true
[ AI-Rank-Log  1/31 20:13:13.927 ]sampleid: 000000348881.jpg, result=true
[ AI-Rank-Log  1/31 20:13:14.963 ]sampleid: 000000349152.jpg, result=true
[ AI-Rank-Log  1/31 20:13:15.983 ]sampleid: 000000349184.jpg, result=true
[ AI-Rank-Log  1/31 20:13:17. 18 ]sampleid: 000000349302.jpg, result=true
[ AI-Rank-Log  1/31 20:13:18. 58 ]sampleid: 000000349480.jpg, result=true
[ AI-Rank-Log  1/31 20:13:19. 91 ]sampleid: 000000349594.jpg, result=true
[ AI-Rank-Log  1/31 20:13:20.128 ]sampleid: 000000349678.jpg, result=true
[ AI-Rank-Log  1/31 20:13:21.150 ]sampleid: 000000349837.jpg, result=true
[ AI-Rank-Log  1/31 20:13:22.187 ]sampleid: 000000349860.jpg, result=true
[ AI-Rank-Log  1/31 20:13:23.224 ]sampleid: 000000350002.jpg, result=true
[ AI-Rank-Log  1/31 20:13:24.259 ]sampleid: 000000350003.jpg, result=true
[ AI-Rank-Log  1/31 20:13:25.292 ]sampleid: 000000350019.jpg, result=true
[ AI-Rank-Log  1/31 20:13:26.321 ]sampleid: 000000350023.jpg, result=true
[ AI-Rank-Log  1/31 20:13:27.351 ]sampleid: 000000350054.jpg, result=true
[ AI-Rank-Log  1/31 20:13:28.391 ]sampleid: 000000350122.jpg, result=true
[ AI-Rank-Log  1/31 20:13:29.426 ]sampleid: 000000350148.jpg, result=true
[ AI-Rank-Log  1/31 20:13:30.469 ]sampleid: 000000350388.jpg, result=true
[ AI-Rank-Log  1/31 20:13:31.503 ]sampleid: 000000350405.jpg, result=true
[ AI-Rank-Log  1/31 20:13:32.543 ]sampleid: 000000350488.jpg, result=true
[ AI-Rank-Log  1/31 20:13:33.587 ]sampleid: 000000350607.jpg, result=true
[ AI-Rank-Log  1/31 20:13:34.624 ]sampleid: 000000350679.jpg, result=true
[ AI-Rank-Log  1/31 20:13:35.666 ]sampleid: 000000350833.jpg, result=true
[ AI-Rank-Log  1/31 20:13:36.703 ]sampleid: 000000351096.jpg, result=true
[ AI-Rank-Log  1/31 20:13:37.742 ]sampleid: 000000351331.jpg, result=true
